id_education;cycle;year;total
28021124;primaria;2023-2024;201
28021124;primaria;2024-2025;183
28041809;total;2020-2021;449
28041809;total;2021-2022;446
28041809;total;2022-2023;441
28041809;total;2023-2024;431
28041809;total;2024-2025;422
28041809;infantil_ii_ciclo;2020-2021;148
28041809;infantil_ii_ciclo;2021-2022;140
28041809;infantil_ii_ciclo;2022-2023;133
28041809;infantil_ii_ciclo;2023-2024;129
28041809;infantil_ii_ciclo;2024-2025;119
28041809;primaria;2020-2021;301
28041809;primaria;2021-2022;306
28041809;primaria;2022-2023;308
28041809;primaria;2023-2024;302
28041809;primaria;2024-2025;303
28038306;total;2020-2021;1292
28038306;total;2021-2022;1221
28038306;total;2022-2023;1239
28038306;total;2023-2024;1208
28038306;total;2024-2025;1193
28038306;eso;2020-2021;440
28038306;eso;2021-2022;431
28038306;eso;2022-2023;473
28038306;eso;2023-2024;452
28038306;eso;2024-2025;414
28038306;bachillerato;2020-2021;120
28038306;bachillerato;2021-2022;130
28038306;bachillerato;2022-2023;132
28038306;bachillerato;2023-2024;118
28038306;bachillerato;2024-2025;112
28038306;fp_gm;2020-2021;394
28038306;fp_gm;2021-2022;394
28038306;fp_gm;2022-2023;355
28038306;fp_gm;2023-2024;344
28038306;fp_gm;2024-2025;382
28038306;fp_gs;2020-2021;338
28038306;fp_gs;2021-2022;266
28038306;fp_gs;2022-2023;279
28038306;fp_gs;2023-2024;294
28038306;fp_gs;2024-2025;285
28005911;total;2020-2021;368
28005911;total;2021-2022;351
28005911;total;2022-2023;382
28005911;total;2023-2024;390
28005911;total;2024-2025;407
28005911;infantil_ii_ciclo;2020-2021;102
28005911;infantil_ii_ciclo;2021-2022;96
28005911;infantil_ii_ciclo;2022-2023;112
28005911;infantil_ii_ciclo;2023-2024;113
28005911;infantil_ii_ciclo;2024-2025;150
28005911;primaria;2020-2021;266
28005911;primaria;2021-2022;255
28005911;primaria;2022-2023;270
28005911;primaria;2023-2024;277
28005911;primaria;2024-2025;257
28024061;total;2020-2021;744
28024061;total;2021-2022;726
28024061;total;2022-2023;714
28024061;total;2023-2024;707
28024061;total;2024-2025;696
28024061;infantil_ii_ciclo;2020-2021;244
28024061;infantil_ii_ciclo;2021-2022;246
28024061;infantil_ii_ciclo;2022-2023;235
28024061;infantil_ii_ciclo;2023-2024;202
28024061;infantil_ii_ciclo;2024-2025;195
28024061;primaria;2020-2021;500
28024061;primaria;2021-2022;480
28024061;primaria;2022-2023;479
28024061;primaria;2023-2024;505
28024061;primaria;2024-2025;501
28044781;total;2020-2021;278
28044781;total;2021-2022;286
28044781;total;2022-2023;272
28044781;total;2023-2024;274
28044781;total;2024-2025;256
28044781;infantil_ii_ciclo;2020-2021;86
28044781;infantil_ii_ciclo;2021-2022;80
28044781;infantil_ii_ciclo;2022-2023;80
28044781;infantil_ii_ciclo;2023-2024;77
28044781;infantil_ii_ciclo;2024-2025;65
28044781;primaria;2020-2021;192
28044781;primaria;2021-2022;206
28044781;primaria;2022-2023;192
28044781;primaria;2023-2024;197
28044781;primaria;2024-2025;191
28070342;total;2020-2021;90
28070342;total;2021-2022;91
28070342;total;2022-2023;86
28070342;total;2023-2024;83
28070342;total;2024-2025;94
28070342;infantil_i_ciclo;2020-2021;90
28070342;infantil_i_ciclo;2021-2022;91
28070342;infantil_i_ciclo;2022-2023;86
28070342;infantil_i_ciclo;2023-2024;83
28070342;infantil_i_ciclo;2024-2025;94
28079400;total;2020-2021;296
28079400;total;2021-2022;403
28079400;total;2022-2023;615
28079400;total;2023-2024;660
28079400;total;2024-2025;723
28079400;eso;2020-2021;296
28079400;eso;2021-2022;375
28079400;eso;2022-2023;563
28079400;eso;2023-2024;578
28079400;eso;2024-2025;604
28079400;bachillerato;2020-2021;0
28079400;bachillerato;2021-2022;28
28079400;bachillerato;2022-2023;52
28079400;bachillerato;2023-2024;82
28079400;bachillerato;2024-2025;119
28069820;total;2020-2021;974
28069820;total;2021-2022;872
28069820;total;2022-2023;777
28069820;total;2023-2024;711
28069820;total;2024-2025;646
28069820;infantil_ii_ciclo;2020-2021;278
28069820;infantil_ii_ciclo;2021-2022;234
28069820;infantil_ii_ciclo;2022-2023;197
28069820;infantil_ii_ciclo;2023-2024;171
28069820;infantil_ii_ciclo;2024-2025;159
28069820;primaria;2020-2021;696
28069820;primaria;2021-2022;638
28069820;primaria;2022-2023;580
28069820;primaria;2023-2024;540
28069820;primaria;2024-2025;487
28047277;total;2020-2021;29
28047277;total;2021-2022;35
28047277;total;2022-2023;34
28047277;total;2023-2024;34
28047277;total;2024-2025;29
28047277;infantil_i_ciclo;2020-2021;29
28047277;infantil_i_ciclo;2021-2022;35
28047277;infantil_i_ciclo;2022-2023;34
28047277;infantil_i_ciclo;2023-2024;34
28047277;infantil_i_ciclo;2024-2025;29
28057064;total;2020-2021;563
28057064;total;2021-2022;534
28057064;total;2022-2023;489
28057064;total;2023-2024;472
28057064;total;2024-2025;460
28057064;infantil_ii_ciclo;2020-2021;155
28057064;infantil_ii_ciclo;2021-2022;155
28057064;infantil_ii_ciclo;2022-2023;132
28057064;infantil_ii_ciclo;2023-2024;124
28057064;infantil_ii_ciclo;2024-2025;133
28057064;primaria;2020-2021;408
28057064;primaria;2021-2022;379
28057064;primaria;2022-2023;357
28057064;primaria;2023-2024;348
28057064;primaria;2024-2025;327
28010461;total;2020-2021;330
28010461;total;2021-2022;332
28010461;total;2022-2023;347
28010461;total;2023-2024;340
28010461;total;2024-2025;367
28010461;infantil_ii_ciclo;2020-2021;99
28010461;infantil_ii_ciclo;2021-2022;90
28010461;infantil_ii_ciclo;2022-2023;88
28010461;infantil_ii_ciclo;2023-2024;86
28010461;infantil_ii_ciclo;2024-2025;100
28010461;primaria;2020-2021;231
28010461;primaria;2021-2022;242
28010461;primaria;2022-2023;259
28010461;primaria;2023-2024;254
28010461;primaria;2024-2025;267
28044756;total;2020-2021;1054
28044756;total;2021-2022;1134
28044756;total;2022-2023;1212
28044756;total;2023-2024;1303
28044756;total;2024-2025;1289
28044756;eso;2020-2021;717
28044756;eso;2021-2022;763
28044756;eso;2022-2023;771
28044756;eso;2023-2024;814
28044756;eso;2024-2025;792
28044756;bachillerato;2020-2021;209
28044756;bachillerato;2021-2022;218
28044756;bachillerato;2022-2023;224
28044756;bachillerato;2023-2024;241
28044756;bachillerato;2024-2025;251
28044756;fp_gm;2020-2021;38
28044756;fp_gm;2021-2022;44
28044756;fp_gm;2022-2023;51
28044756;fp_gm;2023-2024;55
28044756;fp_gm;2024-2025;72
28044756;fp_gs;2020-2021;50
28044756;fp_gs;2021-2022;74
28044756;fp_gs;2022-2023;126
28044756;fp_gs;2023-2024;153
28044756;fp_gs;2024-2025;141
28044756;fpb;2020-2021;40
28044756;fpb;2021-2022;35
28044756;fpb;2022-2023;40
28044756;fpb;2023-2024;40
28044756;fpb;2024-2025;33
28028854;total;2020-2021;182
28028854;total;2021-2022;175
28028854;total;2022-2023;219
28028854;total;2023-2024;228
28028854;total;2024-2025;207
28028854;infantil_i_ciclo;2020-2021;0
28028854;infantil_i_ciclo;2021-2022;0
28028854;infantil_i_ciclo;2022-2023;40
28028854;infantil_i_ciclo;2023-2024;39
28028854;infantil_i_ciclo;2024-2025;39
28028854;infantil_ii_ciclo;2020-2021;49
28028854;infantil_ii_ciclo;2021-2022;39
28028854;infantil_ii_ciclo;2022-2023;49
28028854;infantil_ii_ciclo;2023-2024;54
28028854;infantil_ii_ciclo;2024-2025;51
28028854;primaria;2020-2021;133
28028854;primaria;2021-2022;136
28028854;primaria;2022-2023;130
28028854;primaria;2023-2024;135
28028854;primaria;2024-2025;117
28065565;total;2020-2021;215
28065565;total;2021-2022;212
28065565;total;2022-2023;214
28065565;total;2023-2024;207
28065565;total;2024-2025;203
28065565;infantil_ii_ciclo;2020-2021;74
28065565;infantil_ii_ciclo;2021-2022;69
28065565;infantil_ii_ciclo;2022-2023;63
28065565;infantil_ii_ciclo;2023-2024;61
28065565;infantil_ii_ciclo;2024-2025;56
28065565;primaria;2020-2021;141
28065565;primaria;2021-2022;143
28065565;primaria;2022-2023;151
28065565;primaria;2023-2024;146
28065565;primaria;2024-2025;147
28037545;total;2020-2021;417
28037545;total;2021-2022;381
28037545;total;2022-2023;359
28037545;total;2023-2024;343
28037545;total;2024-2025;326
28037545;infantil_ii_ciclo;2020-2021;137
28037545;infantil_ii_ciclo;2021-2022;114
28037545;infantil_ii_ciclo;2022-2023;107
28037545;infantil_ii_ciclo;2023-2024;91
28037545;infantil_ii_ciclo;2024-2025;89
28037545;primaria;2020-2021;280
28037545;primaria;2021-2022;267
28037545;primaria;2022-2023;252
28037545;primaria;2023-2024;252
28037545;primaria;2024-2025;237
28028465;total;2020-2021;764
28028465;total;2021-2022;758
28028465;total;2022-2023;758
28028465;total;2023-2024;765
28028465;total;2024-2025;791
28028465;eso;2020-2021;444
28028465;eso;2021-2022;445
28028465;eso;2022-2023;467
28028465;eso;2023-2024;488
28028465;eso;2024-2025;498
28028465;bachillerato;2020-2021;320
28028465;bachillerato;2021-2022;313
28028465;bachillerato;2022-2023;291
28028465;bachillerato;2023-2024;277
28028465;bachillerato;2024-2025;293
28010850;total;2020-2021;876
28010850;total;2021-2022;885
28010850;total;2022-2023;866
28010850;total;2023-2024;848
28010850;total;2024-2025;834
28010850;infantil_ii_ciclo;2020-2021;295
28010850;infantil_ii_ciclo;2021-2022;298
28010850;infantil_ii_ciclo;2022-2023;285
28010850;infantil_ii_ciclo;2023-2024;265
28010850;infantil_ii_ciclo;2024-2025;258
28010850;primaria;2020-2021;581
28010850;primaria;2021-2022;587
28010850;primaria;2022-2023;581
28010850;primaria;2023-2024;583
28010850;primaria;2024-2025;576
28058196;total;2020-2021;87
28058196;total;2021-2022;91
28058196;total;2022-2023;87
28058196;total;2023-2024;83
28058196;total;2024-2025;89
28058196;infantil_i_ciclo;2020-2021;87
28058196;infantil_i_ciclo;2021-2022;91
28058196;infantil_i_ciclo;2022-2023;87
28058196;infantil_i_ciclo;2023-2024;83
28058196;infantil_i_ciclo;2024-2025;89
28061717;total;2020-2021;41
28061717;total;2021-2022;51
28061717;total;2022-2023;47
28061717;total;2023-2024;49
28061717;total;2024-2025;42
28061717;infantil_i_ciclo;2020-2021;41
28061717;infantil_i_ciclo;2021-2022;51
28061717;infantil_i_ciclo;2022-2023;47
28061717;infantil_i_ciclo;2023-2024;49
28061717;infantil_i_ciclo;2024-2025;42
28030216;total;2020-2021;1331
28030216;total;2021-2022;1440
28030216;total;2022-2023;1494
28030216;total;2023-2024;1569
28030216;total;2024-2025;1596
28030216;eso;2020-2021;728
28030216;eso;2021-2022;777
28030216;eso;2022-2023;863
28030216;eso;2023-2024;863
28030216;eso;2024-2025;844
28030216;bachillerato;2020-2021;182
28030216;bachillerato;2021-2022;177
28030216;bachillerato;2022-2023;184
28030216;bachillerato;2023-2024;200
28030216;bachillerato;2024-2025;232
28030216;fp_gm;2020-2021;248
28030216;fp_gm;2021-2022;321
28030216;fp_gm;2022-2023;303
28030216;fp_gm;2023-2024;336
28030216;fp_gm;2024-2025;369
28030216;fp_gs;2020-2021;120
28030216;fp_gs;2021-2022;111
28030216;fp_gs;2022-2023;102
28030216;fp_gs;2023-2024;119
28030216;fp_gs;2024-2025;96
28030216;fpb;2020-2021;53
28030216;fpb;2021-2022;54
28030216;fpb;2022-2023;42
28030216;fpb;2023-2024;51
28030216;fpb;2024-2025;55
28035408;total;2020-2021;233
28035408;total;2021-2022;253
28035408;total;2022-2023;289
28035408;total;2023-2024;311
28035408;total;2024-2025;358
28035408;infantil_ii_ciclo;2020-2021;83
28035408;infantil_ii_ciclo;2021-2022;105
28035408;infantil_ii_ciclo;2022-2023;141
28035408;infantil_ii_ciclo;2023-2024;145
28035408;infantil_ii_ciclo;2024-2025;161
28035408;primaria;2020-2021;150
28035408;primaria;2021-2022;148
28035408;primaria;2022-2023;148
28035408;primaria;2023-2024;166
28035408;primaria;2024-2025;197
28034064;total;2020-2021;633
28034064;total;2021-2022;626
28034064;total;2022-2023;586
28034064;total;2023-2024;555
28034064;total;2024-2025;525
28034064;infantil_ii_ciclo;2020-2021;195
28034064;infantil_ii_ciclo;2021-2022;190
28034064;infantil_ii_ciclo;2022-2023;160
28034064;infantil_ii_ciclo;2023-2024;131
28034064;infantil_ii_ciclo;2024-2025;119
28034064;primaria;2020-2021;438
28034064;primaria;2021-2022;436
28034064;primaria;2022-2023;426
28034064;primaria;2023-2024;424
28034064;primaria;2024-2025;406
28047061;total;2020-2021;28
28047061;total;2021-2022;19
28047061;total;2022-2023;23
28047061;total;2023-2024;31
28047061;total;2024-2025;28
28047061;infantil_i_ciclo;2020-2021;28
28047061;infantil_i_ciclo;2021-2022;19
28047061;infantil_i_ciclo;2022-2023;23
28047061;infantil_i_ciclo;2023-2024;31
28047061;infantil_i_ciclo;2024-2025;28
28035391;total;2020-2021;451
28035391;total;2021-2022;452
28035391;total;2022-2023;441
28035391;total;2023-2024;436
28035391;total;2024-2025;426
28035391;infantil_ii_ciclo;2020-2021;150
28035391;infantil_ii_ciclo;2021-2022;150
28035391;infantil_ii_ciclo;2022-2023;139
28035391;infantil_ii_ciclo;2023-2024;133
28035391;infantil_ii_ciclo;2024-2025;121
28035391;primaria;2020-2021;301
28035391;primaria;2021-2022;302
28035391;primaria;2022-2023;302
28035391;primaria;2023-2024;303
28035391;primaria;2024-2025;305
28058627;total;2020-2021;996
28058627;total;2021-2022;1066
28058627;total;2022-2023;1102
28058627;total;2023-2024;1066
28058627;total;2024-2025;1104
28058627;eso;2020-2021;808
28058627;eso;2021-2022;847
28058627;eso;2022-2023;886
28058627;eso;2023-2024;857
28058627;eso;2024-2025;904
28058627;bachillerato;2020-2021;188
28058627;bachillerato;2021-2022;219
28058627;bachillerato;2022-2023;216
28058627;bachillerato;2023-2024;209
28058627;bachillerato;2024-2025;200
28025828;total;2020-2021;464
28025828;total;2021-2022;452
28025828;total;2022-2023;502
28025828;total;2023-2024;512
28025828;total;2024-2025;525
28025828;eso;2020-2021;277
28025828;eso;2021-2022;288
28025828;eso;2022-2023;365
28025828;eso;2023-2024;353
28025828;eso;2024-2025;365
28025828;bachillerato;2020-2021;187
28025828;bachillerato;2021-2022;164
28025828;bachillerato;2022-2023;137
28025828;bachillerato;2023-2024;159
28025828;bachillerato;2024-2025;160
28045104;total;2020-2021;214
28045104;total;2021-2022;200
28045104;total;2022-2023;185
28045104;total;2023-2024;172
28045104;total;2024-2025;160
28045104;infantil_ii_ciclo;2020-2021;71
28045104;infantil_ii_ciclo;2021-2022;66
28045104;infantil_ii_ciclo;2022-2023;55
28045104;infantil_ii_ciclo;2023-2024;51
28045104;infantil_ii_ciclo;2024-2025;52
28045104;primaria;2020-2021;143
28045104;primaria;2021-2022;134
28045104;primaria;2022-2023;130
28045104;primaria;2023-2024;121
28045104;primaria;2024-2025;108
28005246;total;2020-2021;481
28005246;total;2021-2022;474
28005246;total;2022-2023;468
28005246;total;2023-2024;483
28005246;total;2024-2025;445
28005246;infantil_ii_ciclo;2020-2021;158
28005246;infantil_ii_ciclo;2021-2022;158
28005246;infantil_ii_ciclo;2022-2023;133
28005246;infantil_ii_ciclo;2023-2024;150
28005246;infantil_ii_ciclo;2024-2025;135
28005246;primaria;2020-2021;323
28005246;primaria;2021-2022;316
28005246;primaria;2022-2023;335
28005246;primaria;2023-2024;333
28005246;primaria;2024-2025;310
28075789;total;2020-2021;23
28075789;total;2021-2022;32
28075789;total;2022-2023;27
28075789;total;2023-2024;26
28075789;total;2024-2025;33
28075789;infantil_i_ciclo;2020-2021;23
28075789;infantil_i_ciclo;2021-2022;32
28075789;infantil_i_ciclo;2022-2023;27
28075789;infantil_i_ciclo;2023-2024;26
28075789;infantil_i_ciclo;2024-2025;33
28038689;total;2020-2021;23
28038689;total;2021-2022;20
28038689;total;2022-2023;32
28038689;total;2023-2024;32
28038689;total;2024-2025;37
28038689;fpb;2020-2021;23
28038689;fpb;2021-2022;20
28038689;fpb;2022-2023;32
28038689;fpb;2023-2024;32
28038689;fpb;2024-2025;37
28067574;total;2020-2021;729
28067574;total;2021-2022;699
28067574;total;2022-2023;680
28067574;total;2023-2024;643
28067574;total;2024-2025;601
28067574;infantil_ii_ciclo;2020-2021;221
28067574;infantil_ii_ciclo;2021-2022;219
28067574;infantil_ii_ciclo;2022-2023;213
28067574;infantil_ii_ciclo;2023-2024;200
28067574;infantil_ii_ciclo;2024-2025;183
28067574;primaria;2020-2021;508
28067574;primaria;2021-2022;480
28067574;primaria;2022-2023;467
28067574;primaria;2023-2024;443
28067574;primaria;2024-2025;418
28038070;total;2020-2021;1823
28038070;total;2021-2022;2025
28038070;total;2022-2023;1797
28038070;total;2023-2024;1338
28038070;total;2024-2025;1415
28038070;fp_gm;2020-2021;600
28038070;fp_gm;2021-2022;663
28038070;fp_gm;2022-2023;598
28038070;fp_gm;2023-2024;471
28038070;fp_gm;2024-2025;550
28038070;fp_gs;2020-2021;1095
28038070;fp_gs;2021-2022;1222
28038070;fp_gs;2022-2023;1080
28038070;fp_gs;2023-2024;757
28038070;fp_gs;2024-2025;748
28038070;fpb;2020-2021;128
28038070;fpb;2021-2022;140
28038070;fpb;2022-2023;119
28038070;fpb;2023-2024;110
28038070;fpb;2024-2025;117
28061663;total;2020-2021;119
28061663;total;2021-2022;113
28061663;total;2022-2023;115
28061663;total;2023-2024;112
28061663;total;2024-2025;111
28061663;infantil_i_ciclo;2020-2021;119
28061663;infantil_i_ciclo;2021-2022;113
28061663;infantil_i_ciclo;2022-2023;115
28061663;infantil_i_ciclo;2023-2024;112
28061663;infantil_i_ciclo;2024-2025;111
28033643;total;2020-2021;459
28033643;total;2021-2022;468
28033643;total;2022-2023;456
28033643;total;2023-2024;443
28033643;total;2024-2025;430
28033643;infantil_ii_ciclo;2020-2021;148
28033643;infantil_ii_ciclo;2021-2022;148
28033643;infantil_ii_ciclo;2022-2023;138
28033643;infantil_ii_ciclo;2023-2024;126
28033643;infantil_ii_ciclo;2024-2025;108
28033643;primaria;2020-2021;311
28033643;primaria;2021-2022;320
28033643;primaria;2022-2023;318
28033643;primaria;2023-2024;317
28033643;primaria;2024-2025;322
28060233;total;2020-2021;646
28060233;total;2021-2022;645
28060233;total;2022-2023;620
28060233;total;2023-2024;561
28060233;total;2024-2025;548
28060233;infantil_ii_ciclo;2020-2021;218
28060233;infantil_ii_ciclo;2021-2022;217
28060233;infantil_ii_ciclo;2022-2023;198
28060233;infantil_ii_ciclo;2023-2024;159
28060233;infantil_ii_ciclo;2024-2025;135
28060233;primaria;2020-2021;428
28060233;primaria;2021-2022;428
28060233;primaria;2022-2023;422
28060233;primaria;2023-2024;402
28060233;primaria;2024-2025;413
28035597;total;2020-2021;221
28035597;total;2021-2022;215
28035597;total;2022-2023;211
28035597;total;2023-2024;212
28035597;total;2024-2025;205
28035597;infantil_ii_ciclo;2020-2021;73
28035597;infantil_ii_ciclo;2021-2022;67
28035597;infantil_ii_ciclo;2022-2023;63
28035597;infantil_ii_ciclo;2023-2024;61
28035597;infantil_ii_ciclo;2024-2025;57
28035597;primaria;2020-2021;148
28035597;primaria;2021-2022;148
28035597;primaria;2022-2023;148
28035597;primaria;2023-2024;151
28035597;primaria;2024-2025;148
28033680;total;2020-2021;445
28033680;total;2021-2022;433
28033680;total;2022-2023;427
28033680;total;2023-2024;420
28033680;total;2024-2025;408
28033680;infantil_ii_ciclo;2020-2021;145
28033680;infantil_ii_ciclo;2021-2022;138
28033680;infantil_ii_ciclo;2022-2023;129
28033680;infantil_ii_ciclo;2023-2024;123
28033680;infantil_ii_ciclo;2024-2025;119
28033680;primaria;2020-2021;300
28033680;primaria;2021-2022;295
28033680;primaria;2022-2023;298
28033680;primaria;2023-2024;297
28033680;primaria;2024-2025;289
28047101;total;2020-2021;40
28047101;total;2021-2022;34
28047101;total;2022-2023;34
28047101;total;2023-2024;31
28047101;total;2024-2025;37
28047101;infantil_i_ciclo;2020-2021;40
28047101;infantil_i_ciclo;2021-2022;34
28047101;infantil_i_ciclo;2022-2023;34
28047101;infantil_i_ciclo;2023-2024;31
28047101;infantil_i_ciclo;2024-2025;37
28042051;total;2020-2021;794
28042051;total;2021-2022;816
