id_education;cycle;year;total
28020119;fp_gs;2020-2021;25
28020119;fp_gs;2021-2022;84
28020119;fp_gs;2022-2023;79
28020119;fp_gs;2023-2024;78
28020119;fp_gs;2024-2025;86
28046303;total;2020-2021;695
28046303;total;2021-2022;658
28046303;total;2022-2023;703
28046303;total;2023-2024;738
28046303;total;2024-2025;781
28046303;eso;2020-2021;383
28046303;eso;2021-2022;325
28046303;eso;2022-2023;362
28046303;eso;2023-2024;369
28046303;eso;2024-2025;384
28046303;bachillerato;2020-2021;214
28046303;bachillerato;2021-2022;202
28046303;bachillerato;2022-2023;195
28046303;bachillerato;2023-2024;203
28046303;bachillerato;2024-2025;222
28046303;fp_gm;2020-2021;51
28046303;fp_gm;2021-2022;57
28046303;fp_gm;2022-2023;53
28046303;fp_gm;2023-2024;58
28046303;fp_gm;2024-2025;59
28046303;fp_gs;2020-2021;18
28046303;fp_gs;2021-2022;43
28046303;fp_gs;2022-2023;65
28046303;fp_gs;2023-2024;81
28046303;fp_gs;2024-2025;86
28046303;fpb;2020-2021;29
28046303;fpb;2021-2022;31
28046303;fpb;2022-2023;28
28046303;fpb;2023-2024;27
28046303;fpb;2024-2025;30
28047009;total;2020-2021;104
28047009;total;2021-2022;105
28047009;total;2022-2023;105
28047009;total;2023-2024;107
28047009;total;2024-2025;105
28047009;infantil_i_ciclo;2020-2021;104
28047009;infantil_i_ciclo;2021-2022;105
28047009;infantil_i_ciclo;2022-2023;105
28047009;infantil_i_ciclo;2023-2024;107
28047009;infantil_i_ciclo;2024-2025;105
28063829;total;2020-2021;819
28063829;total;2021-2022;793
28063829;total;2022-2023;778
28063829;total;2023-2024;762
28063829;total;2024-2025;733
28063829;infantil_ii_ciclo;2020-2021;238
28063829;infantil_ii_ciclo;2021-2022;242
28063829;infantil_ii_ciclo;2022-2023;225
28063829;infantil_ii_ciclo;2023-2024;195
28063829;infantil_ii_ciclo;2024-2025;183
28063829;primaria;2020-2021;581
28063829;primaria;2021-2022;551
28063829;primaria;2022-2023;553
28063829;primaria;2023-2024;567
28063829;primaria;2024-2025;550
28020910;total;2020-2021;1708
28020910;total;2021-2022;1767
28020910;total;2022-2023;1649
28020910;total;2023-2024;1645
28020910;total;2024-2025;1767
28020910;eso;2020-2021;577
28020910;eso;2021-2022;565
28020910;eso;2022-2023;597
28020910;eso;2023-2024;592
28020910;eso;2024-2025;545
28020910;bachillerato;2020-2021;298
28020910;bachillerato;2021-2022;291
28020910;bachillerato;2022-2023;216
28020910;bachillerato;2023-2024;204
28020910;bachillerato;2024-2025;237
28020910;fp_gm;2020-2021;260
28020910;fp_gm;2021-2022;308
28020910;fp_gm;2022-2023;284
28020910;fp_gm;2023-2024;288
28020910;fp_gm;2024-2025;352
28020910;fp_gs;2020-2021;500
28020910;fp_gs;2021-2022;534
28020910;fp_gs;2022-2023;483
28020910;fp_gs;2023-2024;494
28020910;fp_gs;2024-2025;562
28020910;fpb;2020-2021;73
28020910;fpb;2021-2022;69
28020910;fpb;2022-2023;69
28020910;fpb;2023-2024;67
28020910;fpb;2024-2025;71
28050549;total;2020-2021;612
28050549;total;2021-2022;577
28050549;total;2022-2023;558
28050549;total;2023-2024;581
28050549;total;2024-2025;575
28050549;eso;2020-2021;447
28050549;eso;2021-2022;433
28050549;eso;2022-2023;440
28050549;eso;2023-2024;466
28050549;eso;2024-2025;448
28050549;bachillerato;2020-2021;165
28050549;bachillerato;2021-2022;144
28050549;bachillerato;2022-2023;118
28050549;bachillerato;2023-2024;115
28050549;bachillerato;2024-2025;127
28056138;total;2020-2021;376
28056138;total;2021-2022;372
28056138;total;2022-2023;348
28056138;total;2023-2024;356
28056138;total;2024-2025;356
28056138;infantil_ii_ciclo;2020-2021;113
28056138;infantil_ii_ciclo;2021-2022;105
28056138;infantil_ii_ciclo;2022-2023;78
28056138;infantil_ii_ciclo;2023-2024;96
28056138;infantil_ii_ciclo;2024-2025;95
28056138;primaria;2020-2021;263
28056138;primaria;2021-2022;267
28056138;primaria;2022-2023;270
28056138;primaria;2023-2024;260
28056138;primaria;2024-2025;261
28024551;total;2020-2021;200
28024551;total;2021-2022;216
28024551;total;2022-2023;208
28024551;total;2023-2024;204
28024551;total;2024-2025;208
28024551;infantil_ii_ciclo;2020-2021;62
28024551;infantil_ii_ciclo;2021-2022;73
28024551;infantil_ii_ciclo;2022-2023;66
28024551;infantil_ii_ciclo;2023-2024;59
28024551;infantil_ii_ciclo;2024-2025;58
28024551;primaria;2020-2021;138
28024551;primaria;2021-2022;143
28024551;primaria;2022-2023;142
28024551;primaria;2023-2024;145
28024551;primaria;2024-2025;150
28025129;total;2020-2021;543
28025129;total;2021-2022;545
28025129;total;2022-2023;530
28025129;total;2023-2024;518
28025129;total;2024-2025;518
28025129;eso;2020-2021;395
28025129;eso;2021-2022;389
28025129;eso;2022-2023;373
28025129;eso;2023-2024;330
28025129;eso;2024-2025;296
28025129;bachillerato;2020-2021;94
28025129;bachillerato;2021-2022;100
28025129;bachillerato;2022-2023;98
28025129;bachillerato;2023-2024;91
28025129;bachillerato;2024-2025;98
28025129;fp_gm;2020-2021;29
28025129;fp_gm;2021-2022;38
28025129;fp_gm;2022-2023;39
28025129;fp_gm;2023-2024;68
28025129;fp_gm;2024-2025;97
28025129;fp_gs;2020-2021;0
28025129;fp_gs;2021-2022;10
28025129;fp_gs;2022-2023;20
28025129;fp_gs;2023-2024;29
28025129;fp_gs;2024-2025;27
28025129;fpb;2020-2021;25
28025129;fpb;2021-2022;8
28025129;fpb;2022-2023;0
28025129;fpb;2023-2024;0
28025129;fpb;2024-2025;0
28021367;total;2020-2021;215
28021367;total;2021-2022;210
28021367;total;2022-2023;203
28021367;total;2023-2024;191
28021367;total;2024-2025;188
28021367;infantil_ii_ciclo;2020-2021;74
28021367;infantil_ii_ciclo;2021-2022;67
28021367;infantil_ii_ciclo;2022-2023;63
28021367;infantil_ii_ciclo;2023-2024;61
28021367;infantil_ii_ciclo;2024-2025;57
28021367;primaria;2020-2021;141
28021367;primaria;2021-2022;143
28021367;primaria;2022-2023;140
28021367;primaria;2023-2024;130
28021367;primaria;2024-2025;131
28078560;total;2020-2021;84
28078560;total;2021-2022;93
28078560;total;2022-2023;89
28078560;total;2023-2024;102
28078560;total;2024-2025;100
28078560;educación_básica_obligatoria;2020-2021;80
28078560;educación_básica_obligatoria;2021-2022;90
28078560;educación_básica_obligatoria;2022-2023;75
28078560;educación_básica_obligatoria;2023-2024;74
28078560;educación_básica_obligatoria;2024-2025;71
28078560;educación_infantil_especial;2020-2021;4
28078560;educación_infantil_especial;2021-2022;3
28078560;educación_infantil_especial;2022-2023;0
28078560;educación_infantil_especial;2023-2024;5
28078560;educación_infantil_especial;2024-2025;7
28078560;programa_formación_transición_vida_adulta;2020-2021;0
28078560;programa_formación_transición_vida_adulta;2021-2022;0
28078560;programa_formación_transición_vida_adulta;2022-2023;14
28078560;programa_formación_transición_vida_adulta;2023-2024;23
28078560;programa_formación_transición_vida_adulta;2024-2025;22
28068773;total;2020-2021;99
28068773;total;2021-2022;103
28068773;total;2022-2023;98
28068773;total;2023-2024;102
28068773;total;2024-2025;97
28068773;infantil_i_ciclo;2020-2021;99
28068773;infantil_i_ciclo;2021-2022;103
28068773;infantil_i_ciclo;2022-2023;98
28068773;infantil_i_ciclo;2023-2024;102
28068773;infantil_i_ciclo;2024-2025;97
28045839;total;2020-2021;577
28045839;total;2021-2022;803
28045839;total;2022-2023;1031
28045839;total;2023-2024;662
28045839;total;2024-2025;646
28045839;eso;2020-2021;430
28045839;eso;2021-2022;456
28045839;eso;2022-2023;523
28045839;eso;2023-2024;507
28045839;eso;2024-2025;466
28045839;bachillerato;2020-2021;147
28045839;bachillerato;2021-2022;145
28045839;bachillerato;2022-2023;120
28045839;bachillerato;2023-2024;117
28045839;bachillerato;2024-2025;153
28045839;fp_gs;2020-2021;0
28045839;fp_gs;2021-2022;202
28045839;fp_gs;2022-2023;388
28045839;fp_gs;2023-2024;38
28045839;fp_gs;2024-2025;27
28065531;total;2020-2021;745
28065531;total;2021-2022;718
28065531;total;2022-2023;691
28065531;total;2023-2024;690
28065531;total;2024-2025;672
28065531;infantil_ii_ciclo;2020-2021;222
28065531;infantil_ii_ciclo;2021-2022;224
28065531;infantil_ii_ciclo;2022-2023;207
28065531;infantil_ii_ciclo;2023-2024;195
28065531;infantil_ii_ciclo;2024-2025;204
28065531;primaria;2020-2021;523
28065531;primaria;2021-2022;494
28065531;primaria;2022-2023;484
28065531;primaria;2023-2024;495
28065531;primaria;2024-2025;468
28028431;total;2020-2021;716
28028431;total;2021-2022;714
28028431;total;2022-2023;765
28028431;total;2023-2024;761
28028431;total;2024-2025;734
28028431;eso;2020-2021;525
28028431;eso;2021-2022;533
28028431;eso;2022-2023;579
28028431;eso;2023-2024;579
28028431;eso;2024-2025;563
28028431;bachillerato;2020-2021;191
28028431;bachillerato;2021-2022;181
28028431;bachillerato;2022-2023;186
28028431;bachillerato;2023-2024;182
28028431;bachillerato;2024-2025;171
28040799;total;2020-2021;497
28040799;total;2021-2022;533
28040799;total;2022-2023;559
28040799;total;2023-2024;597
28040799;total;2024-2025;618
28040799;eso;2020-2021;325
28040799;eso;2021-2022;353
28040799;eso;2022-2023;393
28040799;eso;2023-2024;433
28040799;eso;2024-2025;427
28040799;bachillerato;2020-2021;107
28040799;bachillerato;2021-2022;119
28040799;bachillerato;2022-2023;113
28040799;bachillerato;2023-2024;98
28040799;bachillerato;2024-2025;108
28040799;fp_gm;2020-2021;0
28040799;fp_gm;2021-2022;0
28040799;fp_gm;2022-2023;0
28040799;fp_gm;2023-2024;26
28040799;fp_gm;2024-2025;41
28040799;fpb;2020-2021;65
28040799;fpb;2021-2022;61
28040799;fpb;2022-2023;53
28040799;fpb;2023-2024;40
28040799;fpb;2024-2025;42
28030915;total;2020-2021;828
28030915;total;2021-2022;835
28030915;total;2022-2023;843
28030915;total;2023-2024;839
28030915;total;2024-2025;891
28030915;eso;2020-2021;580
28030915;eso;2021-2022;587
28030915;eso;2022-2023;616
28030915;eso;2023-2024;604
28030915;eso;2024-2025;621
28030915;bachillerato;2020-2021;248
28030915;bachillerato;2021-2022;248
28030915;bachillerato;2022-2023;227
28030915;bachillerato;2023-2024;235
28030915;bachillerato;2024-2025;270
28019439;total;2020-2021;202
28019439;total;2021-2022;186
28019439;total;2022-2023;204
28019439;total;2023-2024;223
28019439;total;2024-2025;246
28019439;infantil_ii_ciclo;2020-2021;54
28019439;infantil_ii_ciclo;2021-2022;46
28019439;infantil_ii_ciclo;2022-2023;59
28019439;infantil_ii_ciclo;2023-2024;61
28019439;infantil_ii_ciclo;2024-2025;56
28019439;primaria;2020-2021;148
28019439;primaria;2021-2022;140
28019439;primaria;2022-2023;145
28019439;primaria;2023-2024;155
28019439;primaria;2024-2025;165
28019439;educación_básica_obligatoria;2020-2021;0
28019439;educación_básica_obligatoria;2021-2022;0
28019439;educación_básica_obligatoria;2022-2023;0
28019439;educación_básica_obligatoria;2023-2024;7
28019439;educación_básica_obligatoria;2024-2025;11
28019439;educación_infantil_especial;2020-2021;0
28019439;educación_infantil_especial;2021-2022;0
28019439;educación_infantil_especial;2022-2023;0
28019439;educación_infantil_especial;2023-2024;0
28019439;educación_infantil_especial;2024-2025;14
28075285;total;2020-2021;28
28075285;total;2021-2022;33
28075285;total;2022-2023;31
28075285;total;2023-2024;31
28075285;total;2024-2025;32
28075285;infantil_i_ciclo;2020-2021;28
28075285;infantil_i_ciclo;2021-2022;33
28075285;infantil_i_ciclo;2022-2023;31
28075285;infantil_i_ciclo;2023-2024;31
28075285;infantil_i_ciclo;2024-2025;32
28001289;total;2020-2021;379
28001289;total;2021-2022;380
28001289;total;2022-2023;385
28001289;total;2023-2024;367
28001289;total;2024-2025;356
28001289;infantil_ii_ciclo;2020-2021;117
28001289;infantil_ii_ciclo;2021-2022;123
28001289;infantil_ii_ciclo;2022-2023;124
28001289;infantil_ii_ciclo;2023-2024;100
28001289;infantil_ii_ciclo;2024-2025;93
28001289;primaria;2020-2021;262
28001289;primaria;2021-2022;257
28001289;primaria;2022-2023;261
28001289;primaria;2023-2024;267
28001289;primaria;2024-2025;263
28064411;total;2020-2021;372
28064411;total;2021-2022;364
28064411;total;2022-2023;342
28064411;total;2023-2024;327
28064411;total;2024-2025;311
28064411;infantil_ii_ciclo;2020-2021;96
28064411;infantil_ii_ciclo;2021-2022;90
28064411;infantil_ii_ciclo;2022-2023;77
28064411;infantil_ii_ciclo;2023-2024;77
28064411;infantil_ii_ciclo;2024-2025;59
28064411;primaria;2020-2021;276
28064411;primaria;2021-2022;274
28064411;primaria;2022-2023;265
28064411;primaria;2023-2024;250
28064411;primaria;2024-2025;252
28005945;total;2020-2021;196
28005945;total;2021-2022;182
28005945;total;2022-2023;205
28005945;total;2023-2024;210
28005945;total;2024-2025;195
28005945;infantil_ii_ciclo;2020-2021;63
28005945;infantil_ii_ciclo;2021-2022;57
28005945;infantil_ii_ciclo;2022-2023;62
28005945;infantil_ii_ciclo;2023-2024;62
28005945;infantil_ii_ciclo;2024-2025;53
28005945;primaria;2020-2021;133
28005945;primaria;2021-2022;125
28005945;primaria;2022-2023;143
28005945;primaria;2023-2024;148
28005945;primaria;2024-2025;142
28043910;total;2020-2021;102
28043910;total;2021-2022;101
28043910;total;2022-2023;104
28043910;total;2023-2024;97
28043910;total;2024-2025;102
28043910;infantil_i_ciclo;2020-2021;102
28043910;infantil_i_ciclo;2021-2022;101
28043910;infantil_i_ciclo;2022-2023;104
28043910;infantil_i_ciclo;2023-2024;97
28043910;infantil_i_ciclo;2024-2025;102
28035676;total;2020-2021;507
28035676;total;2021-2022;523
28035676;total;2022-2023;545
28035676;total;2023-2024;520
28035676;total;2024-2025;511
28035676;infantil_ii_ciclo;2020-2021;184
28035676;infantil_ii_ciclo;2021-2022;172
28035676;infantil_ii_ciclo;2022-2023;180
28035676;infantil_ii_ciclo;2023-2024;150
28035676;infantil_ii_ciclo;2024-2025;140
28035676;primaria;2020-2021;323
28035676;primaria;2021-2022;351
28035676;primaria;2022-2023;365
28035676;primaria;2023-2024;370
28035676;primaria;2024-2025;371
28080967;total;2022-2023;120
28080967;total;2023-2024;254
28080967;total;2024-2025;436
28080967;eso;2022-2023;120
28080967;eso;2023-2024;254
28080967;eso;2024-2025;412
28080967;bachillerato;2022-2023;0
28080967;bachillerato;2023-2024;0
28080967;bachillerato;2024-2025;24
28028155;total;2020-2021;414
28028155;total;2021-2022;380
28028155;total;2022-2023;362
28028155;total;2023-2024;353
28028155;total;2024-2025;352
28028155;infantil_i_ciclo;2020-2021;0
28028155;infantil_i_ciclo;2021-2022;0
28028155;infantil_i_ciclo;2022-2023;0
28028155;infantil_i_ciclo;2023-2024;35
28028155;infantil_i_ciclo;2024-2025;37
28028155;infantil_ii_ciclo;2020-2021;135
28028155;infantil_ii_ciclo;2021-2022;115
28028155;infantil_ii_ciclo;2022-2023;101
28028155;infantil_ii_ciclo;2023-2024;83
28028155;infantil_ii_ciclo;2024-2025;83
28028155;primaria;2020-2021;279
28028155;primaria;2021-2022;265
28028155;primaria;2022-2023;261
28028155;primaria;2023-2024;235
28028155;primaria;2024-2025;229
28028155;educación_básica_obligatoria;2020-2021;0
28028155;educación_básica_obligatoria;2021-2022;0
28028155;educación_básica_obligatoria;2022-2023;0
28028155;educación_básica_obligatoria;2023-2024;0
28028155;educación_básica_obligatoria;2024-2025;3
28077336;total;2020-2021;530
28077336;total;2021-2022;606
28077336;total;2022-2023;713
28077336;total;2023-2024;796
28077336;total;2024-2025;866
28077336;infantil_ii_ciclo;2020-2021;326
28077336;infantil_ii_ciclo;2021-2022;277
28077336;infantil_ii_ciclo;2022-2023;285
28077336;infantil_ii_ciclo;2023-2024;270
28077336;infantil_ii_ciclo;2024-2025;267
28077336;primaria;2020-2021;204
28077336;primaria;2021-2022;329
28077336;primaria;2022-2023;428
28077336;primaria;2023-2024;526
28077336;primaria;2024-2025;599
28024034;total;2020-2021;112
28024034;total;2021-2022;109
28024034;total;2022-2023;110
28024034;total;2023-2024;106
28024034;total;2024-2025;102
28024034;infantil_ii_ciclo;2020-2021;36
28024034;infantil_ii_ciclo;2021-2022;26
28024034;infantil_ii_ciclo;2022-2023;26
28024034;infantil_ii_ciclo;2023-2024;26
28024034;infantil_ii_ciclo;2024-2025;27
28024034;primaria;2020-2021;72
28024034;primaria;2021-2022;78
28024034;primaria;2022-2023;80
28024034;primaria;2023-2024;75
28024034;primaria;2024-2025;71
28024034;educación_básica_obligatoria;2020-2021;4
28024034;educación_básica_obligatoria;2021-2022;5
28024034;educación_básica_obligatoria;2022-2023;4
28024034;educación_básica_obligatoria;2023-2024;5
28024034;educación_básica_obligatoria;2024-2025;4
28070317;total;2020-2021;66
28070317;total;2021-2022;68
28070317;total;2022-2023;60
28070317;total;2023-2024;56
28070317;total;2024-2025;63
28070317;infantil_i_ciclo;2020-2021;66
28070317;infantil_i_ciclo;2021-2022;68
28070317;infantil_i_ciclo;2022-2023;60
28070317;infantil_i_ciclo;2023-2024;56
28070317;infantil_i_ciclo;2024-2025;63
28023029;total;2020-2021;557
28023029;total;2021-2022;539
28023029;total;2022-2023;536
28023029;total;2023-2024;513
28023029;total;2024-2025;482
28023029;infantil_ii_ciclo;2020-2021;143
28023029;infantil_ii_ciclo;2021-2022;135
28023029;infantil_ii_ciclo;2022-2023;138
28023029;infantil_ii_ciclo;2023-2024;128
28023029;infantil_ii_ciclo;2024-2025;119
28023029;primaria;2020-2021;414
28023029;primaria;2021-2022;404
28023029;primaria;2022-2023;398
28023029;primaria;2023-2024;385
28023029;primaria;2024-2025;363
28075509;total;2020-2021;523
28075509;total;2021-2022;595
28075509;total;2022-2023;653
28075509;total;2023-2024;768
28075509;total;2024-2025;778
28075509;eso;2020-2021;420
28075509;eso;2021-2022;471
28075509;eso;2022-2023;513
28075509;eso;2023-2024;583
28075509;eso;2024-2025;590
28075509;bachillerato;2020-2021;103
28075509;bachillerato;2021-2022;124
28075509;bachillerato;2022-2023;140
28075509;bachillerato;2023-2024;164
28075509;bachillerato;2024-2025;144
28075509;fp_gm;2020-2021;0
28075509;fp_gm;2021-2022;0
28075509;fp_gm;2022-2023;0
28075509;fp_gm;2023-2024;21
28075509;fp_gm;2024-2025;44
28005763;total;2020-2021;213
28005763;total;2021-2022;214
28005763;total;2022-2023;215
28005763;total;2023-2024;205
28005763;total;2024-2025;211
28005763;infantil_ii_ciclo;2020-2021;71
28005763;infantil_ii_ciclo;2021-2022;69
28005763;infantil_ii_ciclo;2022-2023;69
28005763;infantil_ii_ciclo;2023-2024;69
28005763;infantil_ii_ciclo;2024-2025;64
28005763;primaria;2020-2021;142
28005763;primaria;2021-2022;145
28005763;primaria;2022-2023;146
28005763;primaria;2023-2024;136
28005763;primaria;2024-2025;147
28001277;total;2020-2021;316
28001277;total;2021-2022;290
28001277;total;2022-2023;266
28001277;total;2023-2024;247
28001277;total;2024-2025;223
28001277;infantil_ii_ciclo;2020-2021;75
28001277;infantil_ii_ciclo;2021-2022;74
28001277;infantil_ii_ciclo;2022-2023;69
28001277;infantil_ii_ciclo;2023-2024;62
28001277;infantil_ii_ciclo;2024-2025;53
28001277;primaria;2020-2021;241
28001277;primaria;2021-2022;216
28001277;primaria;2022-2023;197
28001277;primaria;2023-2024;185
28001277;primaria;2024-2025;170
28005039;total;2020-2021;365
28005039;total;2021-2022;407
28005039;total;2022-2023;445
28005039;total;2023-2024;435
28005039;total;2024-2025;437
28005039;infantil_ii_ciclo;2020-2021;91
28005039;infantil_ii_ciclo;2021-2022;120
28005039;infantil_ii_ciclo;2022-2023;141
28005039;infantil_ii_ciclo;2023-2024;128
28005039;infantil_ii_ciclo;2024-2025;134
28005039;primaria;2020-2021;274
28005039;primaria;2021-2022;287
28005039;primaria;2022-2023;304
28005039;primaria;2023-2024;307
28005039;primaria;2024-2025;303
28035688;total;2020-2021;195
28035688;total;2021-2022;187
28035688;total;2022-2023;185
28035688;total;2023-2024;169
28035688;total;2024-2025;149
28035688;infantil_ii_ciclo;2020-2021;72
28035688;infantil_ii_ciclo;2021-2022;56
28035688;infantil_ii_ciclo;2022-2023;46
28035688;infantil_ii_ciclo;2023-2024;49
28035688;infantil_ii_ciclo;2024-2025;44
28035688;primaria;2020-2021;123
28035688;primaria;2021-2022;131
28035688;primaria;2022-2023;139
28035688;primaria;2023-2024;120
28035688;primaria;2024-2025;105
28032468;total;2020-2021;498
28032468;total;2021-2022;513
28032468;total;2022-2023;519
28032468;total;2023-2024;512
28032468;total;2024-2025;501
28032468;infantil_ii_ciclo;2020-2021;175
28032468;infantil_ii_ciclo;2021-2022;173
28032468;infantil_ii_ciclo;2022-2023;145
28032468;infantil_ii_ciclo;2023-2024;138
28032468;infantil_ii_ciclo;2024-2025;124
28032468;primaria;2020-2021;323
28032468;primaria;2021-2022;340
28032468;primaria;2022-2023;374
28032468;primaria;2023-2024;374
28032468;primaria;2024-2025;377
28038151;total;2020-2021;393
28038151;total;2021-2022;416
28038151;total;2022-2023;460
28038151;total;2023-2024;517
28038151;total;2024-2025;540
28038151;eso;2020-2021;311
28038151;eso;2021-2022;350
28038151;eso;2022-2023;407
28038151;eso;2023-2024;428
28038151;eso;2024-2025;436
28038151;bachillerato;2020-2021;82
28038151;bachillerato;2021-2022;66
28038151;bachillerato;2022-2023;53
28038151;bachillerato;2023-2024;89
28038151;bachillerato;2024-2025;104
28060312;total;2020-2021;449
28060312;total;2021-2022;451
28060312;total;2022-2023;444
28060312;total;2023-2024;433
28060312;total;2024-2025;408
28060312;infantil_ii_ciclo;2020-2021;147
28060312;infantil_ii_ciclo;2021-2022;149
28060312;infantil_ii_ciclo;2022-2023;139
28060312;infantil_ii_ciclo;2023-2024;129
28060312;infantil_ii_ciclo;2024-2025;100
28060312;primaria;2020-2021;302
28060312;primaria;2021-2022;302
28060312;primaria;2022-2023;305
28060312;primaria;2023-2024;304
28060312;primaria;2024-2025;308
28003845;total;2020-2021;414
28003845;total;2021-2022;381
28003845;total;2022-2023;393
28003845;total;2023-2024;381
28003845;total;2024-2025;346
28003845;infantil_ii_ciclo;2020-2021;125
28003845;infantil_ii_ciclo;2021-2022;96
28003845;infantil_ii_ciclo;2022-2023;92
28003845;infantil_ii_ciclo;2023-2024;100
28003845;infantil_ii_ciclo;2024-2025;97
28003845;primaria;2020-2021;289
28003845;primaria;2021-2022;285
28003845;primaria;2022-2023;301
28003845;primaria;2023-2024;281
28003845;primaria;2024-2025;249
28064160;total;2020-2021;620
28064160;total;2021-2022;587
28064160;total;2022-2023;572
28064160;total;2023-2024;550
28064160;total;2024-2025;540
28064160;infantil_ii_ciclo;2020-2021;133
28064160;infantil_ii_ciclo;2021-2022;123
28064160;infantil_ii_ciclo;2022-2023;112
28064160;infantil_ii_ciclo;2023-2024;99
28064160;infantil_ii_ciclo;2024-2025;92
28064160;primaria;2020-2021;299
28064160;primaria;2021-2022;289
28064160;primaria;2022-2023;285
28064160;primaria;2023-2024;274
28064160;primaria;2024-2025;273
28064160;eso;2020-2021;188
28064160;eso;2021-2022;175
28064160;eso;2022-2023;175
28064160;eso;2023-2024;177
28064160;eso;2024-2025;175
28036140;total;2020-2021;309
28036140;total;2021-2022;292
28036140;total;2022-2023;273
28036140;total;2023-2024;242
28036140;total;2024-2025;223
28036140;infantil_ii_ciclo;2020-2021;69
28036140;infantil_ii_ciclo;2021-2022;67
28036140;infantil_ii_ciclo;2022-2023;63
28036140;infantil_ii_ciclo;2023-2024;58
28036140;infantil_ii_ciclo;2024-2025;57
28036140;primaria;2020-2021;240
28036140;primaria;2021-2022;225
28036140;primaria;2022-2023;210
28036140;primaria;2023-2024;184
28036140;primaria;2024-2025;166
28006068;total;2020-2021;413
28006068;total;2021-2022;391
28006068;total;2022-2023;387
28006068;total;2023-2024;375
28006068;total;2024-2025;368
28006068;infantil_ii_ciclo;2020-2021;122
28006068;infantil_ii_ciclo;2021-2022;110
28006068;infantil_ii_ciclo;2022-2023;105
28006068;infantil_ii_ciclo;2023-2024;102
28006068;infantil_ii_ciclo;2024-2025;108
28006068;primaria;2020-2021;291
28006068;primaria;2021-2022;281
28006068;primaria;2022-2023;282
28006068;primaria;2023-2024;273
28006068;primaria;2024-2025;260
28041445;total;2020-2021;561
28041445;total;2021-2022;583
28041445;total;2022-2023;641
28041445;total;2023-2024;647
28041445;total;2024-2025;659
28041445;eso;2020-2021;477
28041445;eso;2021-2022;494
28041445;eso;2022-2023;545
28041445;eso;2023-2024;509
28041445;eso;2024-2025;505
28041445;bachillerato;2020-2021;84
28041445;bachillerato;2021-2022;89
28041445;bachillerato;2022-2023;96
28041445;bachillerato;2023-2024;138
28041445;bachillerato;2024-2025;154
28047034;total;2020-2021;37
28047034;total;2021-2022;42
28047034;total;2022-2023;41
28047034;total;2023-2024;41
28047034;total;2024-2025;40
28047034;infantil_i_ciclo;2020-2021;37
28047034;infantil_i_ciclo;2021-2022;42
28047034;infantil_i_ciclo;2022-2023;41
28047034;infantil_i_ciclo;2023-2024;41
28047034;infantil_i_ciclo;2024-2025;40
28043508;total;2020-2021;91
28043508;total;2021-2022;91
28043508;total;2022-2023;91
28043508;total;2023-2024;88
28043508;total;2024-2025;84
28043508;infantil_i_ciclo;2020-2021;91
28043508;infantil_i_ciclo;2021-2022;91
28043508;infantil_i_ciclo;2022-2023;91
28043508;infantil_i_ciclo;2023-2024;88
28043508;infantil_i_ciclo;2024-2025;84
28044501;total;2020-2021;19
28044501;total;2021-2022;26
28044501;total;2022-2023;18
28044501;total;2023-2024;32
28044501;total;2024-2025;36
28044501;fpb;2020-2021;19
28044501;fpb;2021-2022;26
28044501;fpb;2022-2023;18
28044501;fpb;2023-2024;32
28044501;fpb;2024-2025;36
28042164;total;2020-2021;409
28042164;total;2021-2022;391
28042164;total;2022-2023;384
28042164;total;2023-2024;376
28042164;total;2024-2025;348
28042164;infantil_ii_ciclo;2020-2021;136
28042164;infantil_ii_ciclo;2021-2022;119
28042164;infantil_ii_ciclo;2022-2023;113
28042164;infantil_ii_ciclo;2023-2024;107
28042164;infantil_ii_ciclo;2024-2025;100
28042164;primaria;2020-2021;273
28042164;primaria;2021-2022;272
28042164;primaria;2022-2023;271
28042164;primaria;2023-2024;269
28042164;primaria;2024-2025;248
28040015;total;2020-2021;492
28040015;total;2021-2022;481
28040015;total;2022-2023;469
28040015;total;2023-2024;452
28040015;total;2024-2025;439
28040015;infantil_ii_ciclo;2020-2021;150
28040015;infantil_ii_ciclo;2021-2022;151
28040015;infantil_ii_ciclo;2022-2023;160
28040015;infantil_ii_ciclo;2023-2024;146
28040015;infantil_ii_ciclo;2024-2025;134
28040015;primaria;2020-2021;342
28040015;primaria;2021-2022;330
28040015;primaria;2022-2023;309
28040015;primaria;2023-2024;306
28040015;primaria;2024-2025;305
28025841;total;2020-2021;231
28025841;total;2021-2022;244
28025841;total;2022-2023;226
28025841;total;2023-2024;244
28025841;total;2024-2025;251
28025841;infantil_ii_ciclo;2020-2021;68
28025841;infantil_ii_ciclo;2021-2022;75
28025841;infantil_ii_ciclo;2022-2023;70
28025841;infantil_ii_ciclo;2023-2024;64
28025841;infantil_ii_ciclo;2024-2025;60
28025841;primaria;2020-2021;163
28025841;primaria;2021-2022;169
28025841;primaria;2022-2023;156
28025841;primaria;2023-2024;180
28025841;primaria;2024-2025;191
28065322;total;2020-2021;106
28065322;total;2021-2022;115
28065322;total;2022-2023;109
28065322;total;2023-2024;112
28065322;total;2024-2025;111
28065322;infantil_i_ciclo;2020-2021;106
28065322;infantil_i_ciclo;2021-2022;115
28065322;infantil_i_ciclo;2022-2023;109
28065322;infantil_i_ciclo;2023-2024;112
28065322;infantil_i_ciclo;2024-2025;111
28010965;total;2020-2021;174
