id_secondary_municipality,name,total,year,range
1436,Somosierra,13,2023,55-59
1436,Somosierra,11,2024,55-59
1441,Soto del Real,805,2021,55-59
1441,Soto del Real,814,2022,55-59
1441,Soto del Real,808,2023,55-59
1441,Soto del Real,841,2024,55-59
1454,Talamanca de Jarama,241,2021,55-59
1454,Talamanca de Jarama,278,2022,55-59
1454,Talamanca de Jarama,293,2023,55-59
1454,Talamanca de Jarama,314,2024,55-59
1467,Tielmes,209,2021,55-59
1467,Tielmes,212,2022,55-59
1467,Tielmes,199,2023,55-59
1467,Tielmes,197,2024,55-59
1473,Titulcia,99,2021,55-59
1473,Titulcia,107,2022,55-59
1473,Titulcia,118,2023,55-59
1473,Titulcia,118,2024,55-59
1489,Torrejón de Ardoz,8219,2021,55-59
1489,Torrejón de Ardoz,8492,2022,55-59
1489,Torrejón de Ardoz,8918,2023,55-59
1489,Torrejón de Ardoz,9419,2024,55-59
1505,Torrejón de Velasco,315,2021,55-59
1505,Torrejón de Velasco,326,2022,55-59
1505,Torrejón de Velasco,346,2023,55-59
1505,Torrejón de Velasco,379,2024,55-59
1492,Torrejón de la Calzada,584,2021,55-59
1492,Torrejón de la Calzada,594,2022,55-59
1492,Torrejón de la Calzada,639,2023,55-59
1492,Torrejón de la Calzada,670,2024,55-59
1512,Torrelaguna,336,2021,55-59
1512,Torrelaguna,349,2022,55-59
1512,Torrelaguna,347,2023,55-59
1512,Torrelaguna,350,2024,55-59
1527,Torrelodones,1944,2021,55-59
1527,Torrelodones,1971,2022,55-59
1527,Torrelodones,2054,2023,55-59
1527,Torrelodones,2105,2024,55-59
1533,Torremocha de Jarama,63,2021,55-59
1533,Torremocha de Jarama,61,2022,55-59
1533,Torremocha de Jarama,69,2023,55-59
1533,Torremocha de Jarama,87,2024,55-59
1548,Torres de la Alameda,530,2021,55-59
1548,Torres de la Alameda,531,2022,55-59
1548,Torres de la Alameda,572,2023,55-59
1548,Torres de la Alameda,610,2024,55-59
9036,Tres Cantos,3952,2021,55-59
9036,Tres Cantos,3980,2022,55-59
9036,Tres Cantos,3975,2023,55-59
9036,Tres Cantos,3929,2024,55-59
1551,Valdaracete,56,2021,55-59
1551,Valdaracete,57,2022,55-59
1551,Valdaracete,60,2023,55-59
1551,Valdaracete,53,2024,55-59
1564,Valdeavero,105,2021,55-59
1564,Valdeavero,107,2022,55-59
1564,Valdeavero,109,2023,55-59
1564,Valdeavero,119,2024,55-59
1570,Valdelaguna,71,2021,55-59
1570,Valdelaguna,71,2022,55-59
1570,Valdelaguna,75,2023,55-59
1570,Valdelaguna,76,2024,55-59
1586,Valdemanco,70,2021,55-59
1586,Valdemanco,68,2022,55-59
1586,Valdemanco,74,2023,55-59
1586,Valdemanco,75,2024,55-59
1599,Valdemaqueda,59,2021,55-59
1599,Valdemaqueda,67,2022,55-59
1599,Valdemaqueda,81,2023,55-59
1599,Valdemaqueda,78,2024,55-59
1603,Valdemorillo,1041,2021,55-59
1603,Valdemorillo,1089,2022,55-59
1603,Valdemorillo,1136,2023,55-59
1603,Valdemorillo,1200,2024,55-59
1610,Valdemoro,4695,2021,55-59
1610,Valdemoro,5049,2022,55-59
1610,Valdemoro,5586,2023,55-59
1610,Valdemoro,6082,2024,55-59
1625,Valdeolmos-Alalpardo,262,2021,55-59
1625,Valdeolmos-Alalpardo,271,2022,55-59
1625,Valdeolmos-Alalpardo,286,2023,55-59
1625,Valdeolmos-Alalpardo,293,2024,55-59
1631,Valdepiélagos,50,2021,55-59
1631,Valdepiélagos,49,2022,55-59
1631,Valdepiélagos,50,2023,55-59
1631,Valdepiélagos,55,2024,55-59
1646,Valdetorres de Jarama,332,2021,55-59
1646,Valdetorres de Jarama,340,2022,55-59
1646,Valdetorres de Jarama,345,2023,55-59
1646,Valdetorres de Jarama,371,2024,55-59
1659,Valdilecha,218,2021,55-59
1659,Valdilecha,222,2022,55-59
1659,Valdilecha,224,2023,55-59
1659,Valdilecha,240,2024,55-59
1662,Valverde de Alcalá,43,2021,55-59
1662,Valverde de Alcalá,41,2022,55-59
1662,Valverde de Alcalá,42,2023,55-59
1662,Valverde de Alcalá,46,2024,55-59
1678,Velilla de San Antonio,935,2021,55-59
1678,Velilla de San Antonio,977,2022,55-59
1678,Velilla de San Antonio,1029,2023,55-59
1678,Velilla de San Antonio,1082,2024,55-59
1684,Vellón (El),113,2021,55-59
1684,Vellón (El),129,2022,55-59
1684,Vellón (El),158,2023,55-59
1684,Vellón (El),170,2024,55-59
1697,Venturada,219,2021,55-59
1697,Venturada,222,2022,55-59
1697,Venturada,240,2023,55-59
1697,Venturada,236,2024,55-59
1718,Villa del Prado,464,2021,55-59
1718,Villa del Prado,488,2022,55-59
1718,Villa del Prado,489,2023,55-59
1718,Villa del Prado,530,2024,55-59
1701,Villaconejos,244,2021,55-59
1701,Villaconejos,248,2022,55-59
1701,Villaconejos,258,2023,55-59
1701,Villaconejos,258,2024,55-59
1723,Villalbilla,859,2021,55-59
1723,Villalbilla,931,2022,55-59
1723,Villalbilla,998,2023,55-59
1723,Villalbilla,1093,2024,55-59
1739,Villamanrique de Tajo,51,2021,55-59
1739,Villamanrique de Tajo,56,2022,55-59
1739,Villamanrique de Tajo,51,2023,55-59
1739,Villamanrique de Tajo,55,2024,55-59
1744,Villamanta,164,2021,55-59
1744,Villamanta,170,2022,55-59
1744,Villamanta,178,2023,55-59
1744,Villamanta,188,2024,55-59
1757,Villamantilla,116,2021,55-59
1757,Villamantilla,119,2022,55-59
1757,Villamantilla,121,2023,55-59
1757,Villamantilla,129,2024,55-59
1782,Villanueva de Perales,131,2021,55-59
1782,Villanueva de Perales,139,2022,55-59
1782,Villanueva de Perales,139,2023,55-59
1782,Villanueva de Perales,148,2024,55-59
1760,Villanueva de la Cañada,1664,2021,55-59
1760,Villanueva de la Cañada,1713,2022,55-59
1760,Villanueva de la Cañada,1729,2023,55-59
1760,Villanueva de la Cañada,1791,2024,55-59
1776,Villanueva del Pardillo,1106,2021,55-59
1776,Villanueva del Pardillo,1207,2022,55-59
1776,Villanueva del Pardillo,1337,2023,55-59
1776,Villanueva del Pardillo,1446,2024,55-59
1795,Villar del Olmo,225,2021,55-59
1795,Villar del Olmo,220,2022,55-59
1795,Villar del Olmo,209,2023,55-59
1795,Villar del Olmo,220,2024,55-59
1809,Villarejo de Salvanés,528,2021,55-59
1809,Villarejo de Salvanés,528,2022,55-59
1809,Villarejo de Salvanés,536,2023,55-59
1809,Villarejo de Salvanés,548,2024,55-59
1816,Villaviciosa de Odón,2033,2021,55-59
1816,Villaviciosa de Odón,2051,2022,55-59
1816,Villaviciosa de Odón,2032,2023,55-59
1816,Villaviciosa de Odón,2059,2024,55-59
1821,Villavieja del Lozoya,19,2021,55-59
1821,Villavieja del Lozoya,17,2022,55-59
1821,Villavieja del Lozoya,24,2023,55-59
1821,Villavieja del Lozoya,40,2024,55-59
1837,Zarzalejo,154,2021,55-59
1837,Zarzalejo,158,2022,55-59
1837,Zarzalejo,155,2023,55-59
1837,Zarzalejo,147,2024,55-59
0014,Acebeda (La),1,2021,40-44
0014,Acebeda (La),1,2022,40-44
0014,Acebeda (La),0,2023,40-44
0014,Acebeda (La),1,2024,40-44
0029,Ajalvir,493,2021,40-44
0029,Ajalvir,482,2022,40-44
0029,Ajalvir,435,2023,40-44
0029,Ajalvir,432,2024,40-44
0035,Alameda del Valle,21,2021,40-44
0035,Alameda del Valle,17,2022,40-44
0035,Alameda del Valle,13,2023,40-44
0035,Alameda del Valle,15,2024,40-44
0040,Álamo (El),846,2021,40-44
0040,Álamo (El),830,2022,40-44
0040,Álamo (El),811,2023,40-44
0040,Álamo (El),769,2024,40-44
0053,Alcalá de Henares,16456,2021,40-44
0053,Alcalá de Henares,15872,2022,40-44
0053,Alcalá de Henares,15302,2023,40-44
0053,Alcalá de Henares,14750,2024,40-44
0066,Alcobendas,10269,2021,40-44
0066,Alcobendas,9845,2022,40-44
0066,Alcobendas,9602,2023,40-44
0066,Alcobendas,9315,2024,40-44
0072,Alcorcón,15184,2021,40-44
0072,Alcorcón,14451,2022,40-44
0072,Alcorcón,13700,2023,40-44
0072,Alcorcón,12927,2024,40-44
0088,Aldea del Fresno,267,2021,40-44
0088,Aldea del Fresno,268,2022,40-44
0088,Aldea del Fresno,269,2023,40-44
0088,Aldea del Fresno,274,2024,40-44
0091,Algete,1610,2021,40-44
0091,Algete,1496,2022,40-44
0091,Algete,1469,2023,40-44
0091,Algete,1448,2024,40-44
0105,Alpedrete,1243,2021,40-44
0105,Alpedrete,1126,2022,40-44
0105,Alpedrete,1006,2023,40-44
0105,Alpedrete,949,2024,40-44
0112,Ambite,59,2021,40-44
0112,Ambite,55,2022,40-44
0112,Ambite,56,2023,40-44
0112,Ambite,55,2024,40-44
0127,Anchuelo,150,2021,40-44
0127,Anchuelo,140,2022,40-44
0127,Anchuelo,137,2023,40-44
0127,Anchuelo,124,2024,40-44
0133,Aranjuez,5216,2021,40-44
0133,Aranjuez,5026,2022,40-44
0133,Aranjuez,4827,2023,40-44
0133,Aranjuez,4788,2024,40-44
0148,Arganda del Rey,5814,2021,40-44
0148,Arganda del Rey,5628,2022,40-44
0148,Arganda del Rey,5460,2023,40-44
0148,Arganda del Rey,5256,2024,40-44
0151,Arroyomolinos,4737,2021,40-44
0151,Arroyomolinos,4699,2022,40-44
0151,Arroyomolinos,4535,2023,40-44
0151,Arroyomolinos,4363,2024,40-44
0164,Atazar (El),8,2021,40-44
0164,Atazar (El),10,2022,40-44
0164,Atazar (El),9,2023,40-44
0164,Atazar (El),8,2024,40-44
0170,Batres,146,2021,40-44
0170,Batres,144,2022,40-44
0170,Batres,154,2023,40-44
0170,Batres,167,2024,40-44
0186,Becerril de la Sierra,557,2021,40-44
0186,Becerril de la Sierra,533,2022,40-44
0186,Becerril de la Sierra,521,2023,40-44
0186,Becerril de la Sierra,499,2024,40-44
0199,Belmonte de Tajo,149,2021,40-44
0199,Belmonte de Tajo,158,2022,40-44
0199,Belmonte de Tajo,170,2023,40-44
0199,Belmonte de Tajo,185,2024,40-44
0210,Berrueco (El),75,2021,40-44
0210,Berrueco (El),78,2022,40-44
0210,Berrueco (El),70,2023,40-44
0210,Berrueco (El),59,2024,40-44
0203,Berzosa del Lozoya,12,2021,40-44
0203,Berzosa del Lozoya,11,2022,40-44
0203,Berzosa del Lozoya,9,2023,40-44
0203,Berzosa del Lozoya,7,2024,40-44
0225,Boadilla del Monte,5027,2021,40-44
0225,Boadilla del Monte,5107,2022,40-44
0225,Boadilla del Monte,4964,2023,40-44
0225,Boadilla del Monte,4676,2024,40-44
0231,Boalo (El),824,2021,40-44
0231,Boalo (El),787,2022,40-44
0231,Boalo (El),768,2023,40-44
0231,Boalo (El),713,2024,40-44
0246,Braojos,23,2021,40-44
0246,Braojos,21,2022,40-44
0246,Braojos,21,2023,40-44
0246,Braojos,23,2024,40-44
0259,Brea de Tajo,38,2021,40-44
0259,Brea de Tajo,32,2022,40-44
0259,Brea de Tajo,40,2023,40-44
0259,Brea de Tajo,36,2024,40-44
0262,Brunete,1022,2021,40-44
0262,Brunete,930,2022,40-44
0262,Brunete,882,2023,40-44
0262,Brunete,838,2024,40-44
0278,Buitrago del Lozoya,153,2021,40-44
0278,Buitrago del Lozoya,145,2022,40-44
0278,Buitrago del Lozoya,141,2023,40-44
0278,Buitrago del Lozoya,145,2024,40-44
0284,Bustarviejo,270,2021,40-44
0284,Bustarviejo,253,2022,40-44
0284,Bustarviejo,261,2023,40-44
0284,Bustarviejo,244,2024,40-44
0297,Cabanillas de la Sierra,88,2021,40-44
0297,Cabanillas de la Sierra,91,2022,40-44
0297,Cabanillas de la Sierra,83,2023,40-44
0297,Cabanillas de la Sierra,78,2024,40-44
0301,Cabrera (La),270,2021,40-44
0301,Cabrera (La),271,2022,40-44
0301,Cabrera (La),269,2023,40-44
0301,Cabrera (La),258,2024,40-44
0318,Cadalso de los Vidrios,242,2021,40-44
0318,Cadalso de los Vidrios,236,2022,40-44
0318,Cadalso de los Vidrios,229,2023,40-44
0318,Cadalso de los Vidrios,228,2024,40-44
0323,Camarma de Esteruelas,785,2021,40-44
0323,Camarma de Esteruelas,750,2022,40-44
0323,Camarma de Esteruelas,712,2023,40-44
0323,Camarma de Esteruelas,702,2024,40-44
0339,Campo Real,677,2021,40-44
0339,Campo Real,703,2022,40-44
0339,Campo Real,683,2023,40-44
0339,Campo Real,653,2024,40-44
0344,Canencia,22,2021,40-44
0344,Canencia,19,2022,40-44
0344,Canencia,17,2023,40-44
0344,Canencia,19,2024,40-44
0357,Carabaña,221,2021,40-44
0357,Carabaña,225,2022,40-44
0357,Carabaña,246,2023,40-44
0357,Carabaña,235,2024,40-44
0360,Casarrubuelos,444,2021,40-44
0360,Casarrubuelos,399,2022,40-44
0360,Casarrubuelos,389,2023,40-44
0360,Casarrubuelos,387,2024,40-44
0376,Cenicientos,150,2021,40-44
0376,Cenicientos,139,2022,40-44
0376,Cenicientos,136,2023,40-44
0376,Cenicientos,137,2024,40-44
0382,Cercedilla,560,2021,40-44
0382,Cercedilla,556,2022,40-44
0382,Cercedilla,575,2023,40-44
0382,Cercedilla,575,2024,40-44
0395,Cervera de Buitrago,10,2021,40-44
0395,Cervera de Buitrago,7,2022,40-44
0395,Cervera de Buitrago,7,2023,40-44
0395,Cervera de Buitrago,4,2024,40-44
0513,Chapinería,236,2021,40-44
0513,Chapinería,226,2022,40-44
0513,Chapinería,212,2023,40-44
0513,Chapinería,217,2024,40-44
0528,Chinchón,503,2021,40-44
0528,Chinchón,493,2022,40-44
0528,Chinchón,476,2023,40-44
0528,Chinchón,448,2024,40-44
0409,Ciempozuelos,2473,2021,40-44
0409,Ciempozuelos,2322,2022,40-44
0409,Ciempozuelos,2210,2023,40-44
0409,Ciempozuelos,2110,2024,40-44
0416,Cobeña,739,2021,40-44
0416,Cobeña,735,2022,40-44
0416,Cobeña,697,2023,40-44
0416,Cobeña,651,2024,40-44
0468,Collado Mediano,595,2021,40-44
0468,Collado Mediano,556,2022,40-44
0468,Collado Mediano,522,2023,40-44
0468,Collado Mediano,484,2024,40-44
0474,Collado Villalba,5452,2021,40-44
0474,Collado Villalba,5304,2022,40-44
0474,Collado Villalba,5268,2023,40-44
0474,Collado Villalba,5140,2024,40-44
0455,Colmenar Viejo,4649,2021,40-44
0455,Colmenar Viejo,4716,2022,40-44
0455,Colmenar Viejo,4842,2023,40-44
0455,Colmenar Viejo,4928,2024,40-44
0437,Colmenar de Oreja,718,2021,40-44
0437,Colmenar de Oreja,702,2022,40-44
0437,Colmenar de Oreja,699,2023,40-44
0437,Colmenar de Oreja,686,2024,40-44
0421,Colmenar del Arroyo,169,2021,40-44
0421,Colmenar del Arroyo,168,2022,40-44
0421,Colmenar del Arroyo,158,2023,40-44
0421,Colmenar del Arroyo,162,2024,40-44
0442,Colmenarejo,819,2021,40-44
0442,Colmenarejo,790,2022,40-44
0442,Colmenarejo,736,2023,40-44
0442,Colmenarejo,698,2024,40-44
0480,Corpa,87,2021,40-44
0480,Corpa,88,2022,40-44
0480,Corpa,89,2023,40-44
0480,Corpa,89,2024,40-44
0493,Coslada,7131,2021,40-44
0493,Coslada,6729,2022,40-44
0493,Coslada,6356,2023,40-44
0493,Coslada,6024,2024,40-44
0506,Cubas de la Sagra,795,2021,40-44
0506,Cubas de la Sagra,763,2022,40-44
0506,Cubas de la Sagra,736,2023,40-44
0506,Cubas de la Sagra,691,2024,40-44
0534,Daganzo de Arriba,983,2021,40-44
0534,Daganzo de Arriba,907,2022,40-44
0534,Daganzo de Arriba,848,2023,40-44
0534,Daganzo de Arriba,796,2024,40-44
0549,Escorial (El),1294,2021,40-44
0549,Escorial (El),1260,2022,40-44
0549,Escorial (El),1251,2023,40-44
0549,Escorial (El),1227,2024,40-44
0552,Estremera,108,2021,40-44
0552,Estremera,111,2022,40-44
0552,Estremera,117,2023,40-44
0552,Estremera,104,2024,40-44
0565,Fresnedillas de la Oliva,162,2021,40-44
0565,Fresnedillas de la Oliva,173,2022,40-44
0565,Fresnedillas de la Oliva,169,2023,40-44
0565,Fresnedillas de la Oliva,160,2024,40-44
0571,Fresno de Torote,244,2021,40-44
0571,Fresno de Torote,229,2022,40-44
0571,Fresno de Torote,238,2023,40-44
0571,Fresno de Torote,224,2024,40-44
0587,Fuenlabrada,16794,2021,40-44
0587,Fuenlabrada,16327,2022,40-44
0587,Fuenlabrada,15864,2023,40-44
0587,Fuenlabrada,15190,2024,40-44
0590,Fuente el Saz de Jarama,555,2021,40-44
0590,Fuente el Saz de Jarama,599,2022,40-44
0590,Fuente el Saz de Jarama,606,2023,40-44
0590,Fuente el Saz de Jarama,576,2024,40-44
0604,Fuentidueña de Tajo,182,2021,40-44
0604,Fuentidueña de Tajo,194,2022,40-44
0604,Fuentidueña de Tajo,202,2023,40-44
0604,Fuentidueña de Tajo,189,2024,40-44
0611,Galapagar,2756,2021,40-44
0611,Galapagar,2659,2022,40-44
0611,Galapagar,2549,2023,40-44
0611,Galapagar,2492,2024,40-44
0626,Garganta de los Montes,32,2021,40-44
0626,Garganta de los Montes,29,2022,40-44
0626,Garganta de los Montes,28,2023,40-44
0626,Garganta de los Montes,34,2024,40-44
0632,Gargantilla del Lozoya y Pinilla de Buitrago,20,2021,40-44
0632,Gargantilla del Lozoya y Pinilla de Buitrago,21,2022,40-44
0632,Gargantilla del Lozoya y Pinilla de Buitrago,25,2023,40-44
0632,Gargantilla del Lozoya y Pinilla de Buitrago,24,2024,40-44
0647,Gascones,12,2021,40-44
0647,Gascones,12,2022,40-44
0647,Gascones,11,2023,40-44
0647,Gascones,9,2024,40-44
0650,Getafe,16780,2021,40-44
0650,Getafe,16429,2022,40-44
0650,Getafe,16097,2023,40-44
0650,Getafe,15651,2024,40-44
0663,Griñón,959,2021,40-44
0663,Griñón,919,2022,40-44
0663,Griñón,914,2023,40-44
0663,Griñón,832,2024,40-44
0679,Guadalix de la Sierra,568,2021,40-44
0679,Guadalix de la Sierra,545,2022,40-44
0679,Guadalix de la Sierra,557,2023,40-44
0679,Guadalix de la Sierra,517,2024,40-44
0685,Guadarrama,1374,2021,40-44
0685,Guadarrama,1354,2022,40-44
0685,Guadarrama,1307,2023,40-44
0685,Guadarrama,1204,2024,40-44
0698,Hiruela (La),5,2021,40-44
0698,Hiruela (La),4,2022,40-44
0698,Hiruela (La),4,2023,40-44
0698,Hiruela (La),5,2024,40-44
0702,Horcajo de la Sierra-Aoslos,21,2021,40-44
0702,Horcajo de la Sierra-Aoslos,27,2022,40-44
0702,Horcajo de la Sierra-Aoslos,24,2023,40-44
0702,Horcajo de la Sierra-Aoslos,19,2024,40-44
0719,Horcajuelo de la Sierra,4,2021,40-44
0719,Horcajuelo de la Sierra,4,2022,40-44
0719,Horcajuelo de la Sierra,4,2023,40-44
0719,Horcajuelo de la Sierra,2,2024,40-44
0724,Hoyo de Manzanares,640,2021,40-44
0724,Hoyo de Manzanares,647,2022,40-44
0724,Hoyo de Manzanares,620,2023,40-44
0724,Hoyo de Manzanares,586,2024,40-44
0730,Humanes de Madrid,2489,2021,40-44
0730,Humanes de Madrid,2410,2022,40-44
0730,Humanes de Madrid,2208,2023,40-44
0730,Humanes de Madrid,2021,2024,40-44
0745,Leganés,17002,2021,40-44
0745,Leganés,15883,2022,40-44
0745,Leganés,14963,2023,40-44
0745,Leganés,14157,2024,40-44
0758,Loeches,969,2021,40-44
0758,Loeches,880,2022,40-44
0758,Loeches,851,2023,40-44
0758,Loeches,832,2024,40-44
0761,Lozoya,39,2021,40-44
0761,Lozoya,36,2022,40-44
0761,Lozoya,42,2023,40-44
0761,Lozoya,36,2024,40-44
9015,Lozoyuela-Navas-Sieteiglesias,140,2021,40-44
9015,Lozoyuela-Navas-Sieteiglesias,133,2022,40-44
9015,Lozoyuela-Navas-Sieteiglesias,120,2023,40-44
9015,Lozoyuela-Navas-Sieteiglesias,107,2024,40-44
0783,Madarcos,3,2021,40-44
0783,Madarcos,1,2022,40-44
0783,Madarcos,4,2023,40-44
0783,Madarcos,6,2024,40-44
0796,Madrid,260199,2021,40-44
0796,Madrid,251418,2022,40-44
0796,Madrid,248990,2023,40-44
0796,Madrid,248373,2024,40-44
0800,Majadahonda,5545,2021,40-44
0800,Majadahonda,5287,2022,40-44
0800,Majadahonda,5024,2023,40-44
0800,Majadahonda,4887,2024,40-44
0822,Manzanares el Real,969,2021,40-44
0822,Manzanares el Real,943,2022,40-44
0822,Manzanares el Real,883,2023,40-44
0822,Manzanares el Real,824,2024,40-44
0838,Meco,1473,2021,40-44
0838,Meco,1429,2022,40-44
0838,Meco,1396,2023,40-44
0838,Meco,1347,2024,40-44
0843,Mejorada del Campo,2401,2021,40-44
0843,Mejorada del Campo,2337,2022,40-44
0843,Mejorada del Campo,2340,2023,40-44
0843,Mejorada del Campo,2269,2024,40-44
0856,Miraflores de la Sierra,580,2021,40-44
0856,Miraflores de la Sierra,566,2022,40-44
0856,Miraflores de la Sierra,603,2023,40-44
0856,Miraflores de la Sierra,590,2024,40-44
0869,Molar (El),1018,2021,40-44
0869,Molar (El),997,2022,40-44
0869,Molar (El),956,2023,40-44
0869,Molar (El),934,2024,40-44
0875,Molinos (Los),324,2021,40-44
0875,Molinos (Los),337,2022,40-44
0875,Molinos (Los),315,2023,40-44
0875,Molinos (Los),311,2024,40-44
0881,Montejo de la Sierra,19,2021,40-44
0881,Montejo de la Sierra,22,2022,40-44
0881,Montejo de la Sierra,22,2023,40-44
0881,Montejo de la Sierra,24,2024,40-44
0894,Moraleja de Enmedio,500,2021,40-44
0894,Moraleja de Enmedio,494,2022,40-44
0894,Moraleja de Enmedio,523,2023,40-44
0894,Moraleja de Enmedio,495,2024,40-44
0908,Moralzarzal,1126,2021,40-44
0908,Moralzarzal,1071,2022,40-44
0908,Moralzarzal,1061,2023,40-44
0908,Moralzarzal,1023,2024,40-44
0915,Morata de Tajuña,680,2021,40-44
0915,Morata de Tajuña,667,2022,40-44
0915,Morata de Tajuña,661,2023,40-44
0915,Morata de Tajuña,629,2024,40-44
0920,Móstoles,19352,2021,40-44
0920,Móstoles,19030,2022,40-44
0920,Móstoles,18563,2023,40-44
0920,Móstoles,18054,2024,40-44
0936,Navacerrada,245,2021,40-44
0936,Navacerrada,249,2022,40-44
0936,Navacerrada,233,2023,40-44
0936,Navacerrada,238,2024,40-44
0941,Navalafuente,151,2021,40-44
0941,Navalafuente,149,2022,40-44
0941,Navalafuente,145,2023,40-44
0941,Navalafuente,158,2024,40-44
0954,Navalagamella,260,2021,40-44
0954,Navalagamella,246,2022,40-44
0954,Navalagamella,259,2023,40-44
0954,Navalagamella,263,2024,40-44
0967,Navalcarnero,3375,2021,40-44
0967,Navalcarnero,3385,2022,40-44
0967,Navalcarnero,3351,2023,40-44
0967,Navalcarnero,3269,2024,40-44
0973,Navarredonda y San Mamés,7,2021,40-44
0973,Navarredonda y San Mamés,4,2022,40-44
0973,Navarredonda y San Mamés,7,2023,40-44
0973,Navarredonda y San Mamés,11,2024,40-44
0992,Navas del Rey,257,2021,40-44
0992,Navas del Rey,266,2022,40-44
0992,Navas del Rey,275,2023,40-44
0992,Navas del Rey,255,2024,40-44
1006,Nuevo Baztán,526,2021,40-44
1006,Nuevo Baztán,533,2022,40-44
1006,Nuevo Baztán,571,2023,40-44
1006,Nuevo Baztán,576,2024,40-44
1013,Olmeda de las Fuentes,42,2021,40-44
1013,Olmeda de las Fuentes,43,2022,40-44
1013,Olmeda de las Fuentes,30,2023,40-44
1013,Olmeda de las Fuentes,30,2024,40-44
1028,Orusco de Tajuña,104,2021,40-44
1028,Orusco de Tajuña,119,2022,40-44
1028,Orusco de Tajuña,122,2023,40-44
1028,Orusco de Tajuña,122,2024,40-44
1049,Paracuellos de Jarama,3312,2021,40-44
1049,Paracuellos de Jarama,3105,2022,40-44
1049,Paracuellos de Jarama,2993,2023,40-44
1049,Paracuellos de Jarama,2734,2024,40-44
1065,Parla,15042,2021,40-44
1065,Parla,14338,2022,40-44
1065,Parla,13824,2023,40-44
1065,Parla,13022,2024,40-44
1071,Patones,42,2021,40-44
1071,Patones,41,2022,40-44
1071,Patones,40,2023,40-44
1071,Patones,42,2024,40-44
1087,Pedrezuela,733,2021,40-44
1087,Pedrezuela,733,2022,40-44
1087,Pedrezuela,704,2023,40-44
1087,Pedrezuela,656,2024,40-44
1090,Pelayos de la Presa,235,2021,40-44
1090,Pelayos de la Presa,232,2022,40-44
1090,Pelayos de la Presa,226,2023,40-44
1090,Pelayos de la Presa,225,2024,40-44
1104,Perales de Tajuña,289,2021,40-44
1104,Perales de Tajuña,276,2022,40-44
1104,Perales de Tajuña,278,2023,40-44
1104,Perales de Tajuña,267,2024,40-44
1111,Pezuela de las Torres,86,2021,40-44
1111,Pezuela de las Torres,93,2022,40-44
1111,Pezuela de las Torres,94,2023,40-44
1111,Pezuela de las Torres,86,2024,40-44
1126,Pinilla del Valle,11,2021,40-44
1126,Pinilla del Valle,12,2022,40-44
1126,Pinilla del Valle,14,2023,40-44
1126,Pinilla del Valle,7,2024,40-44
1132,Pinto,5582,2021,40-44
1132,Pinto,5426,2022,40-44
1132,Pinto,5178,2023,40-44
1132,Pinto,4942,2024,40-44
1147,Piñuécar-Gandullas,15,2021,40-44
1147,Piñuécar-Gandullas,14,2022,40-44
1147,Piñuécar-Gandullas,16,2023,40-44
1147,Piñuécar-Gandullas,14,2024,40-44
1150,Pozuelo de Alarcón,5710,2021,40-44
1150,Pozuelo de Alarcón,5543,2022,40-44
1150,Pozuelo de Alarcón,5437,2023,40-44
1150,Pozuelo de Alarcón,5363,2024,40-44
1163,Pozuelo del Rey,174,2021,40-44
1163,Pozuelo del Rey,166,2022,40-44
1163,Pozuelo del Rey,155,2023,40-44
1163,Pozuelo del Rey,141,2024,40-44
1179,Prádena del Rincón,18,2021,40-44
1179,Prádena del Rincón,11,2022,40-44
1179,Prádena del Rincón,10,2023,40-44
1179,Prádena del Rincón,5,2024,40-44
1185,Puebla de la Sierra,5,2021,40-44
1185,Puebla de la Sierra,4,2022,40-44
1185,Puebla de la Sierra,4,2023,40-44
1185,Puebla de la Sierra,3,2024,40-44
9020,Puentes Viejas,81,2021,40-44
9020,Puentes Viejas,68,2022,40-44
9020,Puentes Viejas,74,2023,40-44
9020,Puentes Viejas,72,2024,40-44
1198,Quijorna,321,2021,40-44
1198,Quijorna,314,2022,40-44
1198,Quijorna,275,2023,40-44
1198,Quijorna,297,2024,40-44
1202,Rascafría,119,2021,40-44
1202,Rascafría,113,2022,40-44
1202,Rascafría,101,2023,40-44
1202,Rascafría,89,2024,40-44
1219,Redueña,24,2021,40-44
1219,Redueña,19,2022,40-44
1219,Redueña,23,2023,40-44
1219,Redueña,22,2024,40-44
1224,Ribatejada,77,2021,40-44
1224,Ribatejada,70,2022,40-44
1224,Ribatejada,75,2023,40-44
1224,Ribatejada,80,2024,40-44
1230,Rivas-Vaciamadrid,8895,2021,40-44
1230,Rivas-Vaciamadrid,9041,2022,40-44
1230,Rivas-Vaciamadrid,9197,2023,40-44
1230,Rivas-Vaciamadrid,9269,2024,40-44
1245,Robledillo de la Jara,9,2021,40-44
1245,Robledillo de la Jara,6,2022,40-44
1245,Robledillo de la Jara,8,2023,40-44
1245,Robledillo de la Jara,7,2024,40-44
1258,Robledo de Chavela,340,2021,40-44
1258,Robledo de Chavela,346,2022,40-44
1258,Robledo de Chavela,339,2023,40-44
1258,Robledo de Chavela,336,2024,40-44
1261,Robregordo,7,2021,40-44
1261,Robregordo,8,2022,40-44
1261,Robregordo,11,2023,40-44
1261,Robregordo,5,2024,40-44
1277,Rozas de Madrid (Las),7745,2021,40-44
1277,Rozas de Madrid (Las),7315,2022,40-44
1277,Rozas de Madrid (Las),7175,2023,40-44
