education_center_id;cycle;analysis_year;infant_transitions;max_infant_ii_places;max_enrolled;max_admitted;max_total_students;max_year;target_year_enrolled;estimated_places;applications_submitted;applications_admitted;applications_admitted_corrected;occupancy_rate;demand_ratio;admission_capacity_ratio;admission_efficiency;is_active
28045037;eso;2022-2023;0;0;656;151;656;2023-2024;640;164.0;189;155;155;0.975609756097561;1.1524390243902438;0.9451219512195121;0.8201058201058201;1
28067628;eso;2022-2023;0;0;715;144;715;2023-2024;689;178.75;291;152;152;0.9636363636363636;1.627972027972028;0.8503496503496504;0.5223367697594502;1
28045301;infantil_ii_ciclo;2022-2023;0;0;94;26;94;2020-2021;69;31.333333333333332;26;18;18;0.7340425531914894;0.8297872340425532;0.574468085106383;0.6923076923076923;1
28045301;primaria;2022-2023;23.0;31.333333333333332;363;2;363;2020-2021;343;60.5;12;6;29.0;0.9449035812672176;0.19834710743801653;0.4793388429752066;0.5;1
28005911;infantil_ii_ciclo;2022-2023;0;0;150;37;150;2024-2025;112;50.0;37;32;32;0.7466666666666667;0.74;0.64;0.8648648648648649;1
28005911;primaria;2022-2023;37.333333333333336;50.0;277;2;277;2023-2024;270;46.166666666666664;15;9;46.333333333333336;0.9747292418772563;0.3249097472924188;1.0036101083032491;0.6;1
28042802;infantil_ii_ciclo;2022-2023;0;0;68;23;68;2020-2021;62;22.666666666666668;20;20;20;0.9117647058823529;0.8823529411764706;0.8823529411764706;1.0;1
28042802;primaria;2022-2023;20.666666666666668;22.666666666666668;142;4;142;2024-2025;133;23.666666666666668;3;3;23.666666666666668;0.9366197183098591;0.1267605633802817;1.0;1.0;1
28065978;infantil_i_ciclo;2022-2023;0;0;116;111;116;2020-2021;104;38.666666666666664;114;105;105;0.896551724137931;2.9482758620689657;2.7155172413793105;0.9210526315789473;1
28043946;infantil_i_ciclo;2022-2023;0;0;115;110;115;2021-2022;111;38.333333333333336;159;111;111;0.9652173913043478;4.147826086956521;2.895652173913043;0.6981132075471698;1
28032331;infantil_ii_ciclo;2022-2023;0;0;138;38;138;2020-2021;131;46.0;37;35;35;0.9492753623188406;0.8043478260869565;0.7608695652173914;0.9459459459459459;1
28032331;primaria;2022-2023;43.666666666666664;46.0;297;3;297;2021-2022;287;49.5;3;1;44.666666666666664;0.9663299663299664;0.06060606060606061;0.9023569023569024;0.3333333333333333;1
28047782;infantil_i_ciclo;2022-2023;0;0;68;69;68;2022-2023;68;22.666666666666668;71;69;69;1.0;3.1323529411764706;3.0441176470588234;0.971830985915493;1
28001149;infantil_ii_ciclo;2022-2023;0;0;139;50;139;2020-2021;117;46.333333333333336;27;27;27;0.841726618705036;0.5827338129496402;0.5827338129496402;1.0;1
28001149;primaria;2022-2023;39.0;46.333333333333336;298;2;298;2023-2024;297;49.666666666666664;6;4;43.0;0.9966442953020134;0.12080536912751678;0.865771812080537;0.6666666666666666;1
28004941;infantil_ii_ciclo;2022-2023;0;0;39;13;39;2020-2021;27;13.0;6;6;6;0.6923076923076923;0.46153846153846156;0.46153846153846156;1.0;1
28004941;primaria;2022-2023;9.0;13.0;80;3;80;2022-2023;80;13.333333333333334;3;3;12.0;1.0;0.22499999999999998;0.8999999999999999;1.0;1
28075789;infantil_i_ciclo;2022-2023;0;0;33;36;33;2024-2025;27;11.0;34;27;27;0.8181818181818182;3.090909090909091;2.4545454545454546;0.7941176470588235;1
28033722;infantil_ii_ciclo;2022-2023;0;0;107;37;107;2022-2023;107;35.666666666666664;40;37;37;1.0;1.1214953271028039;1.0373831775700935;0.925;1
28033722;primaria;2022-2023;35.666666666666664;35.666666666666664;323;15;323;2020-2021;320;53.833333333333336;27;25;60.666666666666664;0.9907120743034056;0.5015479876160991;1.1269349845201238;0.9259259259259259;1
28021409;infantil_ii_ciclo;2022-2023;0;0;116;38;116;2020-2021;110;38.666666666666664;36;36;36;0.9482758620689655;0.9310344827586208;0.9310344827586208;1.0;1
28021409;primaria;2022-2023;36.666666666666664;38.666666666666664;274;5;274;2021-2022;260;45.666666666666664;9;4;40.666666666666664;0.948905109489051;0.19708029197080293;0.8905109489051095;0.4444444444444444;1
28001681;infantil_ii_ciclo;2022-2023;0;0;223;67;223;2021-2022;206;74.33333333333333;61;58;58;0.9237668161434978;0.820627802690583;0.7802690582959642;0.9508196721311475;1
28001681;primaria;2022-2023;68.66666666666667;74.33333333333333;508;4;508;2023-2024;502;84.66666666666667;13;2;70.66666666666667;0.9881889763779528;0.15354330708661418;0.8346456692913385;0.15384615384615385;1
28047903;infantil_i_ciclo;2022-2023;0;0;34;41;34;2021-2022;33;11.333333333333334;44;36;36;0.9705882352941176;3.8823529411764706;3.176470588235294;0.8181818181818182;1
28025351;infantil_ii_ciclo;2022-2023;0;0;137;32;137;2020-2021;103;45.666666666666664;19;19;19;0.7518248175182481;0.416058394160584;0.416058394160584;1.0;1
28025351;primaria;2022-2023;34.333333333333336;45.666666666666664;431;4;431;2020-2021;364;71.83333333333333;7;1;35.333333333333336;0.8445475638051044;0.0974477958236659;0.49187935034802793;0.14285714285714285;1
28043594;infantil_i_ciclo;2022-2023;0;0;112;89;112;2021-2022;111;37.333333333333336;137;103;103;0.9910714285714286;3.6696428571428568;2.758928571428571;0.7518248175182481;1
28000753;eso;2022-2023;0;0;635;137;635;2024-2025;584;158.75;162;144;144;0.9196850393700787;1.020472440944882;0.9070866141732283;0.8888888888888888;1
28041743;infantil_ii_ciclo;2022-2023;0;0;145;51;145;2021-2022;139;48.333333333333336;67;40;40;0.9586206896551724;1.386206896551724;0.8275862068965517;0.5970149253731343;1
28041743;primaria;2022-2023;46.333333333333336;48.333333333333336;292;1;292;2024-2025;281;48.666666666666664;9;0;46.333333333333336;0.9623287671232876;0.18493150684931509;0.9520547945205481;0.0;1
28028763;infantil_ii_ciclo;2022-2023;0;0;75;13;75;2021-2022;72;25.0;24;17;17;0.96;0.96;0.68;0.7083333333333334;1
28028763;primaria;2022-2023;24.0;25.0;251;10;251;2021-2022;233;41.833333333333336;7;7;31.0;0.9282868525896414;0.16733067729083664;0.7410358565737052;1.0;1
28010394;infantil_ii_ciclo;2022-2023;0;0;160;46;160;2020-2021;130;53.333333333333336;49;44;44;0.8125;0.91875;0.825;0.8979591836734694;1
28010394;primaria;2022-2023;43.333333333333336;53.333333333333336;341;11;341;2023-2024;337;56.833333333333336;10;6;49.333333333333336;0.9882697947214076;0.1759530791788856;0.8680351906158358;0.6;1
28030915;eso;2022-2023;0;0;621;155;621;2024-2025;616;155.25;184;117;117;0.9919484702093397;1.1851851851851851;0.7536231884057971;0.6358695652173914;1
28067884;infantil_i_ciclo;2022-2023;0;0;181;185;181;2021-2022;178;60.333333333333336;381;182;182;0.9834254143646409;6.314917127071823;3.016574585635359;0.4776902887139108;1
28047873;infantil_i_ciclo;2022-2023;0;0;61;65;61;2023-2024;60;20.333333333333332;74;71;71;0.9836065573770492;3.639344262295082;3.4918032786885247;0.9594594594594594;1
28023388;infantil_ii_ciclo;2022-2023;0;0;134;38;134;2021-2022;122;44.666666666666664;33;31;31;0.9104477611940298;0.7388059701492538;0.6940298507462687;0.9393939393939394;1
28023388;primaria;2022-2023;40.666666666666664;44.666666666666664;306;4;306;2023-2024;291;51.0;13;7;47.666666666666664;0.9509803921568627;0.2549019607843137;0.9346405228758169;0.5384615384615384;1
28023388;eso;2022-2023;0;0;211;2;211;2024-2025;192;52.75;9;3;3;0.909952606635071;0.17061611374407584;0.05687203791469194;0.3333333333333333;1
28028362;infantil_i_ciclo;2022-2023;0;0;41;42;41;2023-2024;28;13.666666666666666;25;22;22;0.6829268292682927;1.829268292682927;1.6097560975609757;0.88;1
28028362;infantil_ii_ciclo;2022-2023;0;0;58;24;58;2021-2022;50;19.333333333333332;10;10;10;0.8620689655172413;0.5172413793103449;0.5172413793103449;1.0;1
28028362;primaria;2022-2023;16.666666666666668;19.333333333333332;180;4;180;2020-2021;149;30.0;3;3;19.666666666666668;0.8277777777777777;0.1;0.6555555555555556;1.0;1
28028799;infantil_ii_ciclo;2022-2023;0;0;107;27;107;2020-2021;69;35.666666666666664;25;20;20;0.6448598130841121;0.7009345794392524;0.5607476635514019;0.8;1
28028799;primaria;2022-2023;23.0;35.666666666666664;280;2;280;2020-2021;261;46.666666666666664;10;10;33.0;0.9321428571428572;0.2142857142857143;0.7071428571428572;1.0;1
28038185;infantil_i_ciclo;2022-2023;0;0;30;31;30;2024-2025;0;10.0;0;0;0;0.0;0.0;0.0;0.0;1
28038185;infantil_ii_ciclo;2022-2023;0;0;40;17;40;2020-2021;29;13.333333333333334;6;6;6;0.725;0.44999999999999996;0.44999999999999996;1.0;1
28038185;primaria;2022-2023;9.666666666666666;13.333333333333334;100;2;100;2020-2021;92;16.666666666666668;3;3;12.666666666666666;0.92;0.18;0.7599999999999999;1.0;1
28049134;infantil_i_ciclo;2022-2023;0;0;100;103;100;2022-2023;100;33.333333333333336;112;103;103;1.0;3.36;3.09;0.9196428571428571;1
28010412;infantil_ii_ciclo;2022-2023;0;0;140;51;140;2021-2022;137;46.666666666666664;47;44;44;0.9785714285714285;1.0071428571428571;0.942857142857143;0.9361702127659575;1
28010412;primaria;2022-2023;45.666666666666664;46.666666666666664;274;5;274;2023-2024;262;45.666666666666664;10;8;53.666666666666664;0.9562043795620438;0.21897810218978103;1.1751824817518248;0.8;1
28010931;infantil_ii_ciclo;2022-2023;0;0;70;21;70;2020-2021;60;23.333333333333332;18;18;18;0.8571428571428571;0.7714285714285715;0.7714285714285715;1.0;1
28010931;primaria;2022-2023;20.0;23.333333333333332;149;2;149;2020-2021;140;24.833333333333332;5;4;24.0;0.9395973154362416;0.20134228187919465;0.9664429530201343;0.8;1
28061675;infantil_i_ciclo;2022-2023;0;0;133;136;133;2021-2022;131;44.333333333333336;165;128;128;0.9849624060150376;3.7218045112781954;2.887218045112782;0.7757575757575758;1
28037089;eso;2022-2023;0;0;617;193;617;2020-2021;607;154.25;203;155;155;0.9837925445705025;1.3160453808752026;1.0048622366288493;0.7635467980295566;1
28072107;eso;2022-2023;0;0;683;138;683;2022-2023;683;170.75;165;138;138;1.0;0.9663250366032211;0.808199121522694;0.8363636363636363;1
28050732;eso;2022-2023;0;0;802;185;802;2023-2024;801;200.5;262;155;155;0.9987531172069826;1.3067331670822944;0.773067331670823;0.5916030534351145;1
28035378;infantil_ii_ciclo;2022-2023;0;0;141;42;141;2022-2023;141;47.0;44;42;42;1.0;0.9361702127659575;0.8936170212765957;0.9545454545454546;1
28035378;primaria;2022-2023;47.0;47.0;269;4;269;2024-2025;223;44.833333333333336;15;10;57.0;0.828996282527881;0.33457249070631967;1.2713754646840147;0.6666666666666666;1
28065553;infantil_ii_ciclo;2022-2023;0;0;43;15;43;2020-2021;35;14.333333333333334;9;9;9;0.813953488372093;0.627906976744186;0.627906976744186;1.0;1
28065553;primaria;2022-2023;11.666666666666666;14.333333333333334;92;0;92;2023-2024;87;15.333333333333334;2;2;13.666666666666666;0.9456521739130435;0.13043478260869565;0.8913043478260869;1.0;1
28078584;infantil_ii_ciclo;2022-2023;0;0;200;69;200;2023-2024;183;66.66666666666667;71;64;64;0.915;1.065;0.96;0.9014084507042254;1
28078584;primaria;2022-2023;61.0;66.66666666666667;247;1;247;2024-2025;123;41.166666666666664;7;0;61.0;0.4979757085020243;0.17004048582995954;1.4817813765182186;0.0;1
28042036;eso;2022-2023;0;0;371;77;371;2024-2025;336;92.75;73;58;58;0.9056603773584906;0.7870619946091644;0.6253369272237197;0.7945205479452054;1
28028571;eso;2022-2023;0;0;330;108;330;2020-2021;284;82.5;48;39;39;0.8606060606060606;0.5818181818181818;0.4727272727272727;0.8125;1
28077336;infantil_ii_ciclo;2022-2023;0;0;326;99;326;2020-2021;285;108.66666666666667;156;107;107;0.8742331288343558;1.4355828220858895;0.9846625766871165;0.6858974358974359;1
28077336;primaria;2022-2023;95.0;108.66666666666667;599;0;599;2024-2025;428;99.83333333333333;46;0;95.0;0.7145242070116862;0.46076794657762943;0.9515859766277129;0.0;1
28037594;infantil_ii_ciclo;2022-2023;0;0;182;42;182;2022-2023;182;60.666666666666664;47;42;42;1.0;0.7747252747252747;0.6923076923076923;0.8936170212765957;1
28037594;primaria;2022-2023;60.666666666666664;60.666666666666664;413;4;413;2024-2025;366;68.83333333333333;24;10;70.66666666666666;0.8861985472154964;0.34866828087167073;1.0266343825665858;0.4166666666666667;1
28045815;eso;2022-2023;0;0;772;151;772;2021-2022;724;193.0;156;138;138;0.9378238341968912;0.8082901554404145;0.7150259067357513;0.8846153846153846;1
28014272;infantil_i_ciclo;2022-2023;0;0;38;16;38;2023-2024;0;12.666666666666666;0;0;0;0.0;0.0;0.0;0.0;1
28014272;infantil_ii_ciclo;2022-2023;0;0;67;9;67;2023-2024;60;22.333333333333332;11;11;11;0.8955223880597015;0.49253731343283585;0.49253731343283585;1.0;1
28014272;primaria;2022-2023;20.0;22.333333333333332;217;2;217;2024-2025;181;36.166666666666664;9;6;26.0;0.8341013824884793;0.2488479262672811;0.7188940092165899;0.6666666666666666;1
28067756;infantil_ii_ciclo;2022-2023;0;0;34;9;34;2023-2024;28;11.333333333333334;14;14;14;0.8235294117647058;1.2352941176470587;1.2352941176470587;1.0;1
28067756;primaria;2022-2023;9.333333333333334;11.333333333333334;88;1;88;2022-2023;88;14.666666666666666;1;1;10.333333333333334;1.0;0.06818181818181819;0.7045454545454546;1.0;1
28057830;infantil_i_ciclo;2022-2023;0;0;32;33;32;2021-2022;29;10.666666666666666;32;30;30;0.90625;3.0;2.8125;0.9375;1
28041755;infantil_ii_ciclo;2022-2023;0;0;149;50;149;2020-2021;127;49.666666666666664;56;45;45;0.8523489932885906;1.12751677852349;0.9060402684563759;0.8035714285714286;1
28041755;primaria;2022-2023;42.333333333333336;49.666666666666664;299;8;299;2022-2023;299;49.833333333333336;14;8;50.333333333333336;1.0;0.2809364548494983;1.0100334448160535;0.5714285714285714;1
28035536;infantil_ii_ciclo;2022-2023;0;0;43;14;43;2023-2024;32;14.333333333333334;15;13;13;0.7441860465116279;1.0465116279069766;0.9069767441860465;0.8666666666666667;1
28035536;primaria;2022-2023;10.666666666666666;14.333333333333334;216;6;216;2024-2025;198;36.0;7;7;17.666666666666664;0.9166666666666666;0.19444444444444445;0.4907407407407407;1.0;1
28071371;infantil_ii_ciclo;2022-2023;0;0;231;71;231;2023-2024;227;77.0;89;81;81;0.9826839826839827;1.155844155844156;1.051948051948052;0.9101123595505618;1
28071371;primaria;2022-2023;75.66666666666667;77.0;607;2;607;2020-2021;525;101.16666666666667;18;3;78.66666666666667;0.8649093904448105;0.17792421746293244;0.7775947281713345;0.16666666666666666;1
28002403;infantil_ii_ciclo;2022-2023;0;0;140;38;140;2020-2021;124;46.666666666666664;33;31;31;0.8857142857142857;0.7071428571428572;0.6642857142857144;0.9393939393939394;1
28002403;primaria;2022-2023;41.333333333333336;46.666666666666664;329;3;329;2020-2021;309;54.833333333333336;7;2;43.333333333333336;0.939209726443769;0.1276595744680851;0.790273556231003;0.2857142857142857;1
28047401;infantil_i_ciclo;2022-2023;0;0;117;110;117;2023-2024;116;39.0;134;104;104;0.9914529914529915;3.4358974358974357;2.6666666666666665;0.7761194029850746;1
28006329;infantil_ii_ciclo;2022-2023;0;0;107;21;107;2021-2022;96;35.666666666666664;33;21;21;0.897196261682243;0.9252336448598132;0.588785046728972;0.6363636363636364;1
28006329;primaria;2022-2023;32.0;35.666666666666664;245;1;245;2024-2025;210;40.833333333333336;4;4;36.0;0.8571428571428571;0.09795918367346938;0.8816326530612244;1.0;1
28046972;infantil_i_ciclo;2022-2023;0;0;111;96;111;2021-2022;108;37.0;159;103;103;0.972972972972973;4.297297297297297;2.7837837837837838;0.6477987421383647;1
28026067;infantil_ii_ciclo;2022-2023;0;0;135;41;135;2020-2021;94;45.0;34;33;33;0.6962962962962963;0.7555555555555555;0.7333333333333333;0.9705882352941176;1
28026067;primaria;2022-2023;31.333333333333332;45.0;276;2;276;2020-2021;267;46.0;7;3;34.33333333333333;0.967391304347826;0.15217391304347827;0.7463768115942028;0.42857142857142855;1
28031038;infantil_ii_ciclo;2022-2023;0;0;89;27;89;2020-2021;59;29.666666666666668;22;22;22;0.6629213483146067;0.7415730337078651;0.7415730337078651;1.0;1
28031038;primaria;2022-2023;19.666666666666668;29.666666666666668;286;8;286;2020-2021;266;47.666666666666664;7;6;25.666666666666668;0.9300699300699301;0.14685314685314685;0.5384615384615385;0.8571428571428571;1
28075777;infantil_ii_ciclo;2022-2023;0;0;281;93;281;2020-2021;147;93.66666666666667;31;29;29;0.5231316725978647;0.3309608540925267;0.3096085409252669;0.9354838709677419;1
28075777;primaria;2022-2023;49.0;93.66666666666667;486;4;486;2022-2023;486;81.0;5;4;53.0;1.0;0.06172839506172839;0.654320987654321;0.8;1
28075777;eso;2022-2023;0;0;119;0;119;2024-2025;0;29.75;0;0;0;0.0;0.0;0.0;0.0;1
28031087;infantil_ii_ciclo;2022-2023;0;0;144;40;144;2020-2021;136;48.0;54;48;48;0.9444444444444444;1.125;1.0;0.8888888888888888;1
28031087;primaria;2022-2023;45.333333333333336;48.0;328;3;328;2020-2021;320;54.666666666666664;17;7;52.333333333333336;0.975609756097561;0.31097560975609756;0.9573170731707318;0.4117647058823529;1
28082162;infantil_i_ciclo;2022-2023;0;0;122;0;122;2024-2025;0;40.666666666666664;0;0;0;0.0;0.0;0.0;0.0;1
28063027;infantil_i_ciclo;2022-2023;0;0;80;82;80;2023-2024;78;26.666666666666668;81;72;72;0.975;3.0374999999999996;2.6999999999999997;0.8888888888888888;1
28033990;infantil_ii_ciclo;2022-2023;0;0;154;35;154;2020-2021;127;51.333333333333336;40;39;39;0.8246753246753247;0.7792207792207791;0.7597402597402597;0.975;1
28033990;primaria;2022-2023;42.333333333333336;51.333333333333336;354;6;354;2022-2023;354;59.0;13;6;48.333333333333336;1.0;0.22033898305084745;0.8192090395480226;0.46153846153846156;1
28033539;eso;2022-2023;0;0;874;207;874;2023-2024;848;218.5;243;231;231;0.9702517162471396;1.1121281464530892;1.05720823798627;0.9506172839506173;1
28073136;infantil_i_ciclo;2022-2023;0;0;13;14;13;2023-2024;10;4.333333333333333;10;10;10;0.7692307692307693;2.307692307692308;2.307692307692308;1.0;1
28044288;infantil_i_ciclo;2022-2023;0;0;63;62;63;2022-2023;63;21.0;163;62;62;1.0;7.761904761904762;2.9523809523809526;0.3803680981595092;1
28044288;infantil_ii_ciclo;2022-2023;0;0;63;9;63;2022-2023;63;21.0;15;9;9;1.0;0.7142857142857143;0.42857142857142855;0.6;1
28064317;infantil_i_ciclo;2022-2023;0;0;113;117;113;2024-2025;108;37.666666666666664;149;106;106;0.9557522123893806;3.9557522123893807;2.8141592920353986;0.7114093959731543;1
28006411;infantil_ii_ciclo;2022-2023;0;0;65;21;65;2020-2021;54;21.666666666666668;13;9;9;0.8307692307692308;0.6;0.41538461538461535;0.6923076923076923;1
28006411;primaria;2022-2023;18.0;21.666666666666668;181;2;181;2020-2021;154;30.166666666666668;13;12;30.0;0.850828729281768;0.430939226519337;0.994475138121547;0.9230769230769231;1
28026501;infantil_ii_ciclo;2022-2023;0;0;132;31;132;2020-2021;106;44.0;29;28;28;0.803030303030303;0.6590909090909091;0.6363636363636364;0.9655172413793104;1
28026501;primaria;2022-2023;35.333333333333336;44.0;304;7;304;2020-2021;301;50.666666666666664;9;2;37.333333333333336;0.9901315789473685;0.17763157894736842;0.736842105263158;0.2222222222222222;1
28002129;infantil_ii_ciclo;2022-2023;0;0;75;24;75;2022-2023;75;25.0;25;24;24;1.0;1.0;0.96;0.96;1
28002129;primaria;2022-2023;25.0;25.0;184;3;184;2024-2025;170;30.666666666666668;2;2;27.0;0.9239130434782609;0.06521739130434782;0.8804347826086956;1.0;1
28044197;infantil_i_ciclo;2022-2023;0;0;110;100;110;2021-2022;106;36.666666666666664;110;98;98;0.9636363636363636;3.0;2.672727272727273;0.8909090909090909;1
28075285;infantil_i_ciclo;2022-2023;0;0;33;43;33;2021-2022;31;11.0;36;31;31;0.9393939393939394;3.272727272727273;2.8181818181818183;0.8611111111111112;1
28002269;infantil_ii_ciclo;2022-2023;0;0;115;37;115;2020-2021;105;38.333333333333336;31;31;31;0.9130434782608695;0.808695652173913;0.808695652173913;1.0;1
28002269;primaria;2022-2023;35.0;38.333333333333336;267;2;267;2020-2021;258;44.5;10;7;42.0;0.9662921348314607;0.2247191011235955;0.9438202247191011;0.7;1
28041411;eso;2022-2023;0;0;674;119;674;2023-2024;630;168.5;143;128;128;0.9347181008902077;0.8486646884272997;0.7596439169139466;0.8951048951048951;1
28058809;infantil_i_ciclo;2022-2023;0;0;113;114;113;2024-2025;102;37.666666666666664;113;104;104;0.9026548672566371;3.0;2.761061946902655;0.9203539823008849;1
28068311;infantil_i_ciclo;2022-2023;0;0;183;180;183;2020-2021;177;61.0;400;178;178;0.9672131147540983;6.557377049180328;2.918032786885246;0.445;1
28005167;infantil_ii_ciclo;2022-2023;0;0;156;58;156;2022-2023;156;52.0;64;58;58;1.0;1.2307692307692308;1.1153846153846154;0.90625;1
