education_center_id;cycle;analysis_year;infant_transitions;max_infant_ii_places;max_enrolled;max_admitted;max_total_students;max_year;target_year_enrolled;estimated_places;applications_submitted;applications_admitted;applications_admitted_corrected;occupancy_rate;demand_ratio;admission_capacity_ratio;admission_efficiency;is_active
28010953;infantil_ii_ciclo;2022-2023;0;0;145;49;145;2021-2022;136;48.333333333333336;43;39;39;0.9379310344827586;0.8896551724137931;0.8068965517241379;0.9069767441860465;1
28010953;primaria;2022-2023;45.333333333333336;48.333333333333336;313;2;313;2024-2025;267;52.166666666666664;5;2;47.333333333333336;0.853035143769968;0.09584664536741215;0.9073482428115017;0.4;1
28042073;eso;2022-2023;0;0;490;115;490;2024-2025;474;122.5;238;113;113;0.9673469387755103;1.9428571428571428;0.9224489795918367;0.47478991596638653;1
28047241;infantil_i_ciclo;2022-2023;0;0;21;21;21;2020-2021;18;7.0;19;18;18;0.8571428571428571;2.7142857142857144;2.5714285714285716;0.9473684210526315;1
28032535;infantil_ii_ciclo;2022-2023;0;0;148;48;148;2021-2022;138;49.333333333333336;32;28;28;0.9324324324324325;0.6486486486486486;0.5675675675675675;0.875;1
28032535;primaria;2022-2023;46.0;49.333333333333336;370;10;370;2020-2021;353;61.666666666666664;13;6;52.0;0.9540540540540541;0.21081081081081082;0.8432432432432433;0.46153846153846156;1
28030198;infantil_ii_ciclo;2022-2023;0;0;182;55;182;2020-2021;151;60.666666666666664;29;28;28;0.8296703296703297;0.47802197802197804;0.46153846153846156;0.9655172413793104;1
28030198;primaria;2022-2023;50.333333333333336;60.666666666666664;418;9;418;2021-2022;417;69.66666666666667;5;3;53.333333333333336;0.9976076555023924;0.07177033492822966;0.7655502392344498;0.6;1
28046145;infantil_ii_ciclo;2022-2023;0;0;149;50;149;2021-2022;135;49.666666666666664;58;38;38;0.9060402684563759;1.167785234899329;0.7651006711409396;0.6551724137931034;1
28046145;primaria;2022-2023;45.0;49.666666666666664;312;1;312;2024-2025;303;52.0;17;4;49.0;0.9711538461538461;0.3269230769230769;0.9423076923076923;0.23529411764705882;1
28042061;eso;2022-2023;0;0;543;110;543;2024-2025;542;135.75;106;84;84;0.998158379373849;0.7808471454880295;0.6187845303867403;0.7924528301886793;1
28068104;infantil_i_ciclo;2022-2023;0;0;182;183;182;2021-2022;181;60.666666666666664;297;185;185;0.9945054945054945;4.895604395604396;3.0494505494505497;0.622895622895623;1
28040611;eso;2022-2023;0;0;371;90;371;2020-2021;355;92.75;89;84;84;0.9568733153638814;0.9595687331536388;0.9056603773584906;0.9438202247191011;1
28047757;infantil_i_ciclo;2022-2023;0;0;33;47;33;2023-2024;32;11.0;37;37;37;0.9696969696969697;3.3636363636363638;3.3636363636363638;1.0;1
28047198;infantil_i_ciclo;2022-2023;0;0;58;60;58;2024-2025;56;19.333333333333332;57;56;56;0.9655172413793104;2.9482758620689657;2.896551724137931;0.9824561403508771;1
28041241;infantil_ii_ciclo;2022-2023;0;0;169;57;169;2023-2024;162;56.333333333333336;69;55;55;0.9585798816568047;1.2248520710059172;0.9763313609467456;0.7971014492753623;1
28041241;primaria;2022-2023;54.0;56.333333333333336;333;0;333;2020-2021;325;55.5;18;2;56.0;0.975975975975976;0.32432432432432434;1.009009009009009;0.1111111111111111;1
28003407;infantil_ii_ciclo;2022-2023;0;0;177;57;177;2020-2021;133;59.0;38;37;37;0.751412429378531;0.6440677966101694;0.6271186440677966;0.9736842105263158;1
28003407;primaria;2022-2023;44.333333333333336;59.0;466;2;466;2020-2021;441;77.66666666666667;11;4;48.333333333333336;0.9463519313304721;0.14163090128755365;0.6223175965665236;0.36363636363636365;1
28042863;infantil_ii_ciclo;2022-2023;0;0;21;9;21;2023-2024;18;7.0;4;4;4;0.8571428571428571;0.5714285714285714;0.5714285714285714;1.0;1
28042863;primaria;2022-2023;6.0;7.0;40;0;40;2022-2023;40;6.666666666666667;0;0;6.0;1.0;0.0;0.8999999999999999;0.0;1
28078031;eso;2022-2023;0;0;270;63;270;2024-2025;238;67.5;146;48;48;0.8814814814814815;2.162962962962963;0.7111111111111111;0.3287671232876712;1
28035551;infantil_ii_ciclo;2022-2023;0;0;138;51;138;2020-2021;132;46.0;48;45;45;0.9565217391304348;1.0434782608695652;0.9782608695652174;0.9375;1
28035551;primaria;2022-2023;44.0;46.0;311;9;311;2020-2021;283;51.833333333333336;14;12;56.0;0.909967845659164;0.270096463022508;1.080385852090032;0.8571428571428571;1
28028891;infantil_ii_ciclo;2022-2023;0;0;150;40;150;2020-2021;137;50.0;44;41;41;0.9133333333333333;0.88;0.82;0.9318181818181818;1
28028891;primaria;2022-2023;45.666666666666664;50.0;297;0;297;2020-2021;292;49.5;11;2;47.666666666666664;0.9831649831649831;0.2222222222222222;0.9629629629629629;0.18181818181818182;1
28076320;infantil_ii_ciclo;2022-2023;0;0;298;95;298;2021-2022;279;99.33333333333333;93;83;83;0.9362416107382551;0.9362416107382551;0.8355704697986578;0.8924731182795699;1
28076320;primaria;2022-2023;93.0;99.33333333333333;600;0;600;2023-2024;521;100.0;17;0;93.0;0.8683333333333333;0.17;0.93;0.0;1
28024964;infantil_ii_ciclo;2022-2023;0;0;167;49;167;2020-2021;163;55.666666666666664;39;38;38;0.9760479041916168;0.7005988023952097;0.6826347305389222;0.9743589743589743;1
28024964;primaria;2022-2023;54.333333333333336;55.666666666666664;438;8;438;2022-2023;438;73.0;14;8;62.333333333333336;1.0;0.1917808219178082;0.8538812785388128;0.5714285714285714;1
28021148;infantil_i_ciclo;2022-2023;0;0;41;41;41;2024-2025;0;13.666666666666666;0;0;0;0.0;0.0;0.0;0.0;1
28021148;infantil_ii_ciclo;2022-2023;0;0;172;33;172;2024-2025;144;57.333333333333336;45;44;44;0.8372093023255814;0.7848837209302325;0.7674418604651162;0.9777777777777777;1
28021148;primaria;2022-2023;48.0;57.333333333333336;352;12;352;2020-2021;318;58.666666666666664;13;9;57.0;0.9034090909090909;0.2215909090909091;0.9715909090909092;0.6923076923076923;1
28034076;infantil_ii_ciclo;2022-2023;0;0;225;59;225;2020-2021;208;75.0;48;45;45;0.9244444444444444;0.64;0.6;0.9375;1
28034076;primaria;2022-2023;69.33333333333333;75.0;452;1;452;2024-2025;446;75.33333333333333;4;0;69.33333333333333;0.9867256637168141;0.05309734513274337;0.9203539823008849;0.0;1
28028842;infantil_i_ciclo;2022-2023;0;0;41;40;41;2023-2024;40;13.666666666666666;58;37;37;0.975609756097561;4.2439024390243905;2.707317073170732;0.6379310344827587;1
28028842;infantil_ii_ciclo;2022-2023;0;0;147;43;147;2020-2021;125;49.0;37;33;33;0.8503401360544217;0.7551020408163265;0.673469387755102;0.8918918918918919;1
28028842;primaria;2022-2023;41.666666666666664;49.0;298;5;298;2023-2024;297;49.666666666666664;10;3;44.666666666666664;0.9966442953020134;0.20134228187919465;0.8993288590604027;0.3;1
28010898;infantil_ii_ciclo;2022-2023;0;0;124;42;124;2022-2023;124;41.333333333333336;42;42;42;1.0;1.0161290322580645;1.0161290322580645;1.0;1
28010898;primaria;2022-2023;41.333333333333336;41.333333333333336;265;4;265;2024-2025;229;44.166666666666664;15;13;54.333333333333336;0.8641509433962264;0.339622641509434;1.2301886792452832;0.8666666666666667;1
28044008;infantil_i_ciclo;2022-2023;0;0;98;93;98;2021-2022;98;32.666666666666664;125;100;100;1.0;3.8265306122448983;3.0612244897959187;0.8;1
28025634;infantil_ii_ciclo;2022-2023;0;0;139;49;139;2020-2021;128;46.333333333333336;40;40;40;0.920863309352518;0.8633093525179856;0.8633093525179856;1.0;1
28025634;primaria;2022-2023;42.666666666666664;46.333333333333336;282;2;282;2023-2024;280;47.0;2;2;44.666666666666664;0.9929078014184397;0.0425531914893617;0.9503546099290779;1.0;1
28050549;eso;2022-2023;0;0;466;114;466;2023-2024;440;116.5;104;99;99;0.944206008583691;0.8927038626609443;0.8497854077253219;0.9519230769230769;1
28005519;infantil_ii_ciclo;2022-2023;0;0;80;13;80;2024-2025;69;26.666666666666668;26;21;21;0.8625;0.975;0.7875;0.8076923076923077;1
28005519;primaria;2022-2023;23.0;26.666666666666668;359;4;359;2020-2021;319;59.833333333333336;18;9;32.0;0.8885793871866295;0.3008356545961003;0.5348189415041783;0.5;1
28047095;infantil_i_ciclo;2022-2023;0;0;10;9;10;2020-2021;10;3.3333333333333335;11;11;11;1.0;3.3;3.3;1.0;1
28002956;infantil_i_ciclo;2022-2023;0;0;41;37;41;2024-2025;39;13.666666666666666;31;17;17;0.9512195121951219;2.2682926829268295;1.2439024390243902;0.5483870967741935;1
28002956;infantil_ii_ciclo;2022-2023;0;0;87;14;87;2024-2025;68;29.0;19;16;16;0.7816091954022989;0.6551724137931034;0.5517241379310345;0.8421052631578947;1
28002956;primaria;2022-2023;22.666666666666668;29.0;231;6;231;2020-2021;195;38.5;9;5;27.666666666666668;0.8441558441558441;0.23376623376623376;0.7186147186147186;0.5555555555555556;1
28071565;infantil_i_ciclo;2022-2023;0;0;76;77;76;2024-2025;71;25.333333333333332;162;68;68;0.9342105263157895;6.394736842105264;2.6842105263157894;0.41975308641975306;1
28000054;infantil_ii_ciclo;2022-2023;0;0;58;11;58;2024-2025;49;19.333333333333332;15;15;15;0.8448275862068966;0.7758620689655172;0.7758620689655172;1.0;1
28000054;primaria;2022-2023;16.333333333333332;19.333333333333332;181;3;181;2020-2021;145;30.166666666666668;8;5;21.333333333333332;0.8011049723756906;0.26519337016574585;0.7071823204419889;0.625;1
28039980;infantil_ii_ciclo;2022-2023;0;0;150;50;150;2021-2022;140;50.0;47;41;41;0.9333333333333333;0.94;0.82;0.8723404255319149;1
28039980;primaria;2022-2023;46.666666666666664;50.0;330;5;330;2024-2025;322;55.0;14;0;46.666666666666664;0.9757575757575757;0.2545454545454545;0.8484848484848484;0.0;1
28044252;infantil_i_ciclo;2022-2023;0;0;117;111;117;2024-2025;109;39.0;135;103;103;0.9316239316239316;3.4615384615384617;2.641025641025641;0.762962962962963;1
28031351;infantil_ii_ciclo;2022-2023;0;0;150;48;150;2021-2022;141;50.0;55;38;38;0.94;1.1;0.76;0.6909090909090909;1
28031351;primaria;2022-2023;47.0;50.0;319;4;319;2020-2021;300;53.166666666666664;9;2;49.0;0.9404388714733543;0.16927899686520376;0.9216300940438872;0.2222222222222222;1
28000765;infantil_ii_ciclo;2022-2023;0;0;150;48;150;2020-2021;137;50.0;37;35;35;0.9133333333333333;0.74;0.7;0.9459459459459459;1
28000765;primaria;2022-2023;45.666666666666664;50.0;345;0;345;2021-2022;318;57.5;11;1;46.666666666666664;0.9217391304347826;0.19130434782608696;0.8115942028985507;0.09090909090909091;1
28035603;infantil_ii_ciclo;2022-2023;0;0;138;35;138;2020-2021;108;46.0;23;23;23;0.782608695652174;0.5;0.5;1.0;1
28035603;primaria;2022-2023;36.0;46.0;294;3;294;2022-2023;294;49.0;5;3;39.0;1.0;0.10204081632653061;0.7959183673469388;0.6;1
28010643;infantil_ii_ciclo;2022-2023;0;0;58;12;58;2024-2025;36;19.333333333333332;13;13;13;0.6206896551724138;0.6724137931034483;0.6724137931034483;1.0;1
28010643;primaria;2022-2023;12.0;19.333333333333332;141;1;141;2024-2025;130;23.5;3;2;14.0;0.9219858156028369;0.1276595744680851;0.5957446808510638;0.6666666666666666;1
28063842;infantil_ii_ciclo;2022-2023;0;0;139;51;139;2020-2021;106;46.333333333333336;36;36;36;0.762589928057554;0.776978417266187;0.776978417266187;1.0;1
28063842;primaria;2022-2023;35.333333333333336;46.333333333333336;429;6;429;2020-2021;384;71.5;7;7;42.333333333333336;0.8951048951048951;0.0979020979020979;0.5920745920745921;1.0;1
28010424;infantil_ii_ciclo;2022-2023;0;0;45;18;45;2020-2021;31;15.0;9;9;9;0.6888888888888889;0.6;0.6;1.0;1
28010424;primaria;2022-2023;10.333333333333334;15.0;97;3;97;2020-2021;85;16.166666666666668;1;1;11.333333333333334;0.8762886597938144;0.06185567010309278;0.7010309278350515;1.0;1
28035317;eso;2022-2023;0;0;450;118;450;2021-2022;441;112.5;109;100;100;0.98;0.9688888888888889;0.8888888888888888;0.9174311926605505;1
28038203;infantil_ii_ciclo;2022-2023;0;0;198;40;198;2021-2022;178;66.0;39;33;33;0.898989898989899;0.5909090909090909;0.5;0.8461538461538461;1
28038203;primaria;2022-2023;59.333333333333336;66.0;351;2;351;2023-2024;327;58.5;14;0;59.333333333333336;0.9316239316239316;0.23931623931623933;1.0142450142450143;0.0;1
28036981;eso;2022-2023;0;0;262;51;262;2023-2024;252;65.5;87;52;52;0.9618320610687023;1.3282442748091603;0.7938931297709924;0.5977011494252874;1
28078559;eso;2022-2023;0;0;664;179;664;2024-2025;559;166.0;176;149;149;0.8418674698795181;1.0602409638554218;0.8975903614457831;0.8465909090909091;1
28049365;infantil_ii_ciclo;2022-2023;0;0;124;45;124;2020-2021;110;41.333333333333336;35;35;35;0.8870967741935484;0.846774193548387;0.846774193548387;1.0;1
28049365;primaria;2022-2023;36.666666666666664;41.333333333333336;258;5;258;2020-2021;239;43.0;4;3;39.666666666666664;0.9263565891472868;0.09302325581395349;0.9224806201550387;0.75;1
28025294;infantil_ii_ciclo;2022-2023;0;0;211;73;211;2022-2023;211;70.33333333333333;74;73;73;1.0;1.052132701421801;1.0379146919431281;0.9864864864864865;1
28025294;primaria;2022-2023;70.33333333333333;70.33333333333333;462;6;462;2020-2021;410;77.0;9;9;79.33333333333333;0.8874458874458875;0.11688311688311688;1.0303030303030303;1.0;1
28043867;infantil_i_ciclo;2022-2023;0;0;60;52;60;2023-2024;56;20.0;115;50;50;0.9333333333333333;5.75;2.5;0.43478260869565216;1
28043867;infantil_ii_ciclo;2022-2023;0;0;52;0;52;2024-2025;41;17.333333333333332;12;3;3;0.7884615384615384;0.6923076923076924;0.1730769230769231;0.25;1
28074566;infantil_i_ciclo;2022-2023;0;0;11;12;11;2021-2022;9;3.6666666666666665;13;10;10;0.8181818181818182;3.5454545454545454;2.7272727272727275;0.7692307692307693;1
28005155;infantil_ii_ciclo;2022-2023;0;0;67;15;67;2022-2023;67;22.333333333333332;17;15;15;1.0;0.7611940298507464;0.6716417910447762;0.8823529411764706;1
28005155;primaria;2022-2023;22.333333333333332;22.333333333333332;161;0;161;2024-2025;152;26.833333333333332;6;2;24.333333333333332;0.9440993788819876;0.2236024844720497;0.906832298136646;0.3333333333333333;1
28010473;infantil_ii_ciclo;2022-2023;0;0;83;17;83;2023-2024;83;27.666666666666668;23;18;18;1.0;0.8313253012048193;0.6506024096385542;0.782608695652174;1
28010473;primaria;2022-2023;27.666666666666668;27.666666666666668;160;3;160;2024-2025;143;26.666666666666668;10;5;32.66666666666667;0.89375;0.375;1.225;0.5;1
28006020;infantil_ii_ciclo;2022-2023;0;0;145;51;145;2020-2021;119;48.333333333333336;27;24;24;0.8206896551724138;0.5586206896551724;0.496551724137931;0.8888888888888888;1
28006020;primaria;2022-2023;39.666666666666664;48.333333333333336;270;2;270;2021-2022;259;45.0;2;2;41.666666666666664;0.9592592592592593;0.044444444444444446;0.9259259259259258;1.0;1
28005076;infantil_ii_ciclo;2022-2023;0;0;142;47;142;2021-2022;136;47.333333333333336;53;44;44;0.9577464788732394;1.1197183098591548;0.9295774647887324;0.8301886792452831;1
28005076;primaria;2022-2023;45.333333333333336;47.333333333333336;294;0;294;2020-2021;281;49.0;6;5;50.333333333333336;0.95578231292517;0.12244897959183673;1.0272108843537415;0.8333333333333334;1
28005635;infantil_ii_ciclo;2022-2023;0;0;63;15;63;2023-2024;59;21.0;14;14;14;0.9365079365079365;0.6666666666666666;0.6666666666666666;1.0;1
28005635;primaria;2022-2023;19.666666666666668;21.0;155;2;155;2023-2024;146;25.833333333333332;5;2;21.666666666666668;0.9419354838709677;0.19354838709677422;0.8387096774193549;0.4;1
28003501;infantil_ii_ciclo;2022-2023;0;0;69;16;69;2020-2021;68;23.0;16;16;16;0.9855072463768116;0.6956521739130435;0.6956521739130435;1.0;1
28003501;primaria;2022-2023;22.666666666666668;23.0;287;15;287;2020-2021;283;47.833333333333336;18;16;38.66666666666667;0.9860627177700348;0.3763066202090592;0.8083623693379791;0.8888888888888888;1
28042668;eso;2022-2023;0;0;599;119;599;2024-2025;545;149.75;194;141;141;0.9098497495826378;1.2954924874791318;0.9415692821368948;0.7268041237113402;1
28065565;infantil_ii_ciclo;2022-2023;0;0;74;25;74;2020-2021;63;24.666666666666668;15;14;14;0.8513513513513513;0.6081081081081081;0.5675675675675675;0.9333333333333333;1
28065565;primaria;2022-2023;21.0;24.666666666666668;151;3;151;2022-2023;151;25.166666666666668;9;3;24.0;1.0;0.3576158940397351;0.9536423841059603;0.3333333333333333;1
28042814;infantil_ii_ciclo;2022-2023;0;0;185;54;185;2020-2021;137;61.666666666666664;46;36;36;0.7405405405405405;0.745945945945946;0.5837837837837838;0.782608695652174;1
28042814;primaria;2022-2023;45.666666666666664;61.666666666666664;448;6;448;2020-2021;422;74.66666666666667;12;6;51.666666666666664;0.9419642857142857;0.1607142857142857;0.6919642857142856;0.5;1
28039682;eso;2022-2023;0;0;597;123;597;2024-2025;585;149.25;133;78;78;0.9798994974874372;0.8911222780569514;0.5226130653266332;0.5864661654135338;1
28037752;infantil_ii_ciclo;2022-2023;0;0;170;52;170;2020-2021;128;56.666666666666664;43;38;38;0.7529411764705882;0.7588235294117648;0.6705882352941177;0.8837209302325582;1
28037752;primaria;2022-2023;42.666666666666664;56.666666666666664;360;5;360;2024-2025;353;60.0;26;2;44.666666666666664;0.9805555555555555;0.43333333333333335;0.7444444444444444;0.07692307692307693;1
28044756;eso;2022-2023;0;0;814;165;814;2023-2024;771;203.5;208;144;144;0.9471744471744472;1.0221130221130221;0.7076167076167076;0.6923076923076923;1
28034052;infantil_ii_ciclo;2022-2023;0;0;213;61;213;2020-2021;181;71.0;52;47;47;0.8497652582159625;0.7323943661971831;0.6619718309859155;0.9038461538461539;1
28034052;primaria;2022-2023;60.333333333333336;71.0;445;4;445;2020-2021;438;74.16666666666667;6;2;62.333333333333336;0.9842696629213483;0.08089887640449438;0.8404494382022472;0.3333333333333333;1
28003961;infantil_ii_ciclo;2022-2023;0;0;123;47;123;2021-2022;121;41.0;25;18;18;0.983739837398374;0.6097560975609756;0.43902439024390244;0.72;1
28003961;primaria;2022-2023;40.333333333333336;41.0;284;5;284;2020-2021;256;47.333333333333336;7;4;44.333333333333336;0.9014084507042254;0.14788732394366197;0.9366197183098591;0.5714285714285714;1
28000078;infantil_ii_ciclo;2022-2023;0;0;97;19;97;2022-2023;97;32.333333333333336;22;19;19;1.0;0.6804123711340205;0.5876288659793814;0.8636363636363636;1
28000078;primaria;2022-2023;32.333333333333336;32.333333333333336;331;7;331;2022-2023;331;55.166666666666664;8;7;39.333333333333336;1.0;0.14501510574018128;0.7129909365558913;0.875;1
28038461;infantil_ii_ciclo;2022-2023;0;0;80;21;80;2023-2024;70;26.666666666666668;27;22;22;0.875;1.0125;0.825;0.8148148148148148;1
28038461;primaria;2022-2023;23.333333333333332;26.666666666666668;159;1;159;2024-2025;153;26.5;2;2;25.333333333333332;0.9622641509433962;0.07547169811320754;0.9559748427672956;1.0;1
28028556;infantil_ii_ciclo;2022-2023;0;0;66;12;66;2022-2023;66;22.0;15;12;12;1.0;0.6818181818181818;0.5454545454545454;0.8;1
28028556;primaria;2022-2023;22.0;22.0;150;1;150;2023-2024;141;25.0;9;4;26.0;0.94;0.36;1.04;0.4444444444444444;1
28010591;infantil_ii_ciclo;2022-2023;0;0;57;22;57;2023-2024;53;19.0;11;11;11;0.9298245614035088;0.5789473684210527;0.5789473684210527;1.0;1
28010591;primaria;2022-2023;17.666666666666668;19.0;137;4;137;2024-2025;137;22.833333333333332;4;4;21.666666666666668;1.0;0.17518248175182483;0.9489051094890512;1.0;1
28034040;infantil_ii_ciclo;2022-2023;0;0;75;29;75;2020-2021;67;25.0;30;18;18;0.8933333333333333;1.2;0.72;0.6;1
28034040;primaria;2022-2023;22.333333333333332;25.0;173;1;173;2023-2024;172;28.833333333333332;5;1;23.333333333333332;0.9942196531791907;0.17341040462427745;0.8092485549132948;0.2;1
28005489;infantil_ii_ciclo;2022-2023;0;0;126;41;126;2023-2024;123;42.0;29;28;28;0.9761904761904762;0.6904761904761905;0.6666666666666666;0.9655172413793104;1
28005489;primaria;2022-2023;41.0;42.0;267;3;267;2024-2025;242;44.5;6;1;42.0;0.9063670411985019;0.1348314606741573;0.9438202247191011;0.16666666666666666;1
28044458;infantil_ii_ciclo;2022-2023;0;0;127;33;127;2020-2021;108;42.333333333333336;29;29;29;0.8503937007874016;0.6850393700787402;0.6850393700787402;1.0;1
28044458;primaria;2022-2023;36.0;42.333333333333336;389;4;389;2020-2021;387;64.83333333333333;7;3;39.0;0.9948586118251928;0.10796915167095117;0.6015424164524422;0.42857142857142855;1
28029615;infantil_i_ciclo;2022-2023;0;0;41;35;41;2024-2025;41;13.666666666666666;57;37;37;1.0;4.170731707317073;2.707317073170732;0.6491228070175439;1
28029615;infantil_ii_ciclo;2022-2023;0;0;61;21;61;2020-2021;54;20.333333333333332;19;19;19;0.8852459016393442;0.9344262295081968;0.9344262295081968;1.0;1
28029615;primaria;2022-2023;18.0;20.333333333333332;243;9;243;2020-2021;235;40.5;12;9;27.0;0.9670781893004116;0.2962962962962963;0.6666666666666666;0.75;1
28025944;infantil_ii_ciclo;2022-2023;0;0;148;54;148;2021-2022;128;49.333333333333336;37;35;35;0.8648648648648649;0.75;0.7094594594594594;0.9459459459459459;1
28025944;primaria;2022-2023;42.666666666666664;49.333333333333336;317;4;317;2020-2021;280;52.833333333333336;4;1;43.666666666666664;0.8832807570977917;0.07570977917981073;0.8264984227129337;0.25;1
28033886;infantil_ii_ciclo;2022-2023;0;0;154;50;154;2020-2021;137;51.333333333333336;38;37;37;0.8896103896103896;0.7402597402597402;0.7207792207792207;0.9736842105263158;1
28033886;primaria;2022-2023;45.666666666666664;51.333333333333336;303;5;303;2024-2025;293;50.5;14;6;51.666666666666664;0.966996699669967;0.27722772277227725;1.023102310231023;0.42857142857142855;1
28028830;infantil_ii_ciclo;2022-2023;0;0;143;44;143;2020-2021;135;47.666666666666664;48;44;44;0.9440559440559441;1.006993006993007;0.9230769230769231;0.9166666666666666;1
28028830;primaria;2022-2023;45.0;47.666666666666664;289;2;289;2024-2025;273;48.166666666666664;10;5;50.0;0.9446366782006921;0.20761245674740486;1.0380622837370244;0.5;1
28004990;infantil_ii_ciclo;2022-2023;0;0;182;52;182;2020-2021;139;60.666666666666664;47;38;38;0.7637362637362637;0.7747252747252747;0.6263736263736264;0.8085106382978723;1
28004990;primaria;2022-2023;46.333333333333336;60.666666666666664;369;7;369;2023-2024;348;61.5;10;2;48.333333333333336;0.943089430894309;0.16260162601626016;0.7859078590785908;0.2;1
28000029;infantil_ii_ciclo;2022-2023;0;0;123;41;123;2020-2021;96;41.0;28;28;28;0.7804878048780488;0.6829268292682927;0.6829268292682927;1.0;1
28000029;primaria;2022-2023;32.0;41.0;358;0;358;2020-2021;305;59.666666666666664;5;5;37.0;0.8519553072625698;0.08379888268156425;0.6201117318435755;1.0;1
28000029;eso;2022-2023;0;0;273;9;273;2020-2021;248;68.25;2;2;2;0.9084249084249084;0.029304029304029304;0.029304029304029304;1.0;1
28073392;infantil_i_ciclo;2022-2023;0;0;175;168;175;2021-2022;175;58.333333333333336;209;168;168;1.0;3.5828571428571427;2.88;0.8038277511961722;1
28031142;infantil_i_ciclo;2022-2023;0;0;39;36;39;2023-2024;37;13.0;58;31;31;0.9487179487179487;4.461538461538462;2.3846153846153846;0.5344827586206896;1
28031142;infantil_ii_ciclo;2022-2023;0;0;71;25;71;2021-2022;65;23.666666666666668;18;16;16;0.9154929577464789;0.7605633802816901;0.676056338028169;0.8888888888888888;1
28031142;primaria;2022-2023;21.666666666666668;23.666666666666668;142;6;142;2022-2023;142;23.666666666666668;8;6;27.666666666666668;1.0;0.3380281690140845;1.1690140845070423;0.75;1
28066016;infantil_i_ciclo;2022-2023;0;0;166;168;166;2021-2022;162;55.333333333333336;198;169;169;0.9759036144578314;3.578313253012048;3.0542168674698793;0.8535353535353535;1
28032471;eso;2022-2023;0;0;557;112;557;2022-2023;557;139.25;133;112;112;1.0;0.9551166965888689;0.8043087971274686;0.8421052631578947;1
28032353;infantil_ii_ciclo;2022-2023;0;0;89;17;89;2024-2025;70;29.666666666666668;20;16;16;0.7865168539325843;0.6741573033707865;0.5393258426966292;0.8;1
28032353;primaria;2022-2023;23.333333333333332;29.666666666666668;327;0;327;2024-2025;207;54.5;4;2;25.333333333333332;0.6330275229357798;0.07339449541284404;0.4648318042813455;0.5;1
28028210;infantil_ii_ciclo;2022-2023;0;0;62;15;62;2022-2023;62;20.666666666666668;16;15;15;1.0;0.7741935483870968;0.7258064516129031;0.9375;1
28028210;primaria;2022-2023;20.666666666666668;20.666666666666668;206;24;206;2020-2021;194;34.333333333333336;1;1;21.666666666666668;0.941747572815534;0.029126213592233007;0.6310679611650485;1.0;1
28010874;infantil_ii_ciclo;2022-2023;0;0;52;21;52;2024-2025;21;17.333333333333332;7;7;7;0.40384615384615385;0.40384615384615385;0.40384615384615385;1.0;1
28010874;primaria;2022-2023;7.0;17.333333333333332;111;1;111;2020-2021;103;18.5;0;0;7.0;0.9279279279279279;0.0;0.3783783783783784;0.0;1
28069753;infantil_ii_ciclo;2022-2023;0;0;115;27;115;2020-2021;66;38.333333333333336;22;22;22;0.5739130434782609;0.5739130434782609;0.5739130434782609;1.0;1
28069753;primaria;2022-2023;22.0;38.333333333333336;412;2;412;2020-2021;347;68.66666666666667;8;6;28.0;0.8422330097087378;0.11650485436893203;0.4077669902912621;0.75;1
28067744;infantil_ii_ciclo;2022-2023;0;0;81;30;81;2023-2024;69;27.0;21;21;21;0.8518518518518519;0.7777777777777778;0.7777777777777778;1.0;1
28067744;primaria;2022-2023;23.0;27.0;206;6;206;2024-2025;201;34.333333333333336;11;8;31.0;0.9757281553398058;0.3203883495145631;0.9029126213592232;0.7272727272727273;1
28067744;eso;2022-2023;0;0;163;23;163;2022-2023;163;40.75;23;23;23;1.0;0.5644171779141104;0.5644171779141104;1.0;1
28037661;infantil_ii_ciclo;2022-2023;0;0;147;43;147;2020-2021;116;49.0;41;40;40;0.7891156462585034;0.8367346938775511;0.8163265306122449;0.975609756097561;1
28037661;primaria;2022-2023;38.666666666666664;49.0;304;2;304;2020-2021;300;50.666666666666664;9;0;38.666666666666664;0.9868421052631579;0.17763157894736842;0.7631578947368421;0.0;1
28077491;eso;2022-2023;0;0;324;92;324;2024-2025;234;81.0;81;51;51;0.7222222222222222;1.0;0.6296296296296297;0.6296296296296297;1
28047290;infantil_i_ciclo;2022-2023;0;0;14;14;14;2023-2024;11;4.666666666666667;12;11;11;0.7857142857142857;2.571428571428571;2.357142857142857;0.9166666666666666;1
28057362;infantil_ii_ciclo;2022-2023;0;0;65;23;65;2021-2022;65;21.666666666666668;9;9;9;1.0;0.41538461538461535;0.41538461538461535;1.0;1
28057362;primaria;2022-2023;21.666666666666668;21.666666666666668;180;7;180;2020-2021;159;30.0;6;5;26.666666666666668;0.8833333333333333;0.2;0.888888888888889;0.8333333333333334;1
28031415;infantil_ii_ciclo;2022-2023;0;0;147;54;147;2020-2021;125;49.0;44;40;40;0.8503401360544217;0.8979591836734694;0.8163265306122449;0.9090909090909091;1
28031415;primaria;2022-2023;41.666666666666664;49.0;379;7;379;2020-2021;350;63.166666666666664;12;12;53.666666666666664;0.9234828496042217;0.1899736147757256;0.8496042216358839;1.0;1
28042851;infantil_i_ciclo;2022-2023;0;0;39;38;39;2024-2025;0;13.0;0;0;0;0.0;0.0;0.0;0.0;1
